"","extGene","wt.group","ca1a.group","GENENAME","WT","ca1a","b","qval"
"21","ACSM1",6,4,"acyl-CoA synthetase medium chain family member 1",0.568525706398686,0.505037417034141,1.37936218704729,0.733374748602094
"22","ACSM4",6,4,"acyl-CoA synthetase medium chain family member 4",0.0320782936640043,0.51960671794688,2.34632064015453,0.0136716467063471
"23","ACSS1",1,4,"acyl-CoA synthetase short chain family member 1",13.7012540288247,0.292265263033235,-2.60534043987117,0.381470383258706
"24","ACTL6A",4,4,"actin like 6A",68.658873623533,71.6734231761122,-0.00426578292870555,0.995421958264368
"25","ACTR3B",3,4,"actin related protein 3B",7.76812294729166,3.34331534543844,-0.933644222840634,0.0210981255749645
"26","ACTR3C",3,4,"actin related protein 3C",0.55155553946386,1.23375208408962,0.690727103513333,0.427759825788827
"27","ACVR2A",1,4,"activin A receptor type 2A",3.59020889172803,3.86192276523078,0.0109283052840506,0.984911102399083
"28","ACVR2B",6,4,"activin A receptor type 2B",0.834880142189076,1.68450182769357,0.627084770369231,0.11065854731028
"29","ACVR2B-AS1",4,4,"ACVR2B antisense RNA 1",0.288103504836253,1.06188150647427,1.19439085537032,0.074079275447926
"30","ADAD2",3,4,"adenosine deaminase domain containing 2",0,0.151801532316062,2.56102544238036,0.00143341276602039
"31","ADAL",4,4,"adenosine deaminase like",7.94330220717882,11.4236088855403,0.274412610890523,0.466947982121426
"32","ADAM10",6,4,"ADAM metallopeptidase domain 10",36.2760390431717,30.1684015488056,-0.27823631118189,0.287141087976091
"33","ADAM32",1,4,"ADAM metallopeptidase domain 32",0.590171693977591,0.741532998652241,0.332232246481733,0.784866562834037
"34","ADAM9",6,4,"ADAM metallopeptidase domain 9",116.345158356299,76.552335376152,-0.513619666297632,0.0244408117902604
"35","ADAMTSL1",4,6,"ADAMTS like 1",0.0173275365249123,0.0077515387453037,NA,NA
"36","ADAMTSL4",6,6,"ADAMTS like 4",5.92752460273243,5.58442695628547,-0.102285548859456,0.871967142015195
"37","ADAT1",1,4,"adenosine deaminase tRNA specific 1",9.17495491691439,6.86732997254653,-0.35925807225038,0.319360867943694
"38","ADAT3",1,4,"adenosine deaminase tRNA specific 3",4.36154708717337,1.44032059967546,-1.17023440211104,0.0241416951705838
"39","ADCK2",3,4,"aarF domain containing kinase 2",24.8852127328014,12.1413228386226,-0.806761652557593,0.00155884794788182
"40","ADCK4",1,4,NA,NA,NA,NA,NA
"41","ADH1C",3,4,"alcohol dehydrogenase 1C (class I), gamma polypeptide",0.113997051235864,0.151100859816098,0.0924611246607758,0.982892552212123
"42","ADH5",4,4,"alcohol dehydrogenase 5 (class III), chi polypeptide",141.437100259057,56.3178174690167,-0.983191202087564,0.00093279212050313
"43","ADHFE1",4,4,"alcohol dehydrogenase iron containing 1",4.08067411925789,0.178030792672851,-2.04745060913894,0.463445592892101
"44","ADIPOR1",4,4,"adiponectin receptor 1",254.933070868578,105.682500684256,-0.977108885263067,1.47332885151958e-06
"45","ADIRF",4,4,"adipogenesis regulatory factor",174.711600315543,666.34043596837,1.38189199366707,0.050043049453886
"46","ADO",1,4,"2-aminoethanethiol dioxygenase",16.1930426721985,22.8711133743061,0.250354957700529,0.372112543457669
"47","ADPGK-AS1",1,4,"ADPGK antisense RNA 1",0.0571882403178112,0.023666862191945,NA,NA
"48","ADRA1B",6,4,"adrenoceptor alpha 1B",0.349316686966178,0.224151469516731,-0.440505864324368,0.709256858780845
"49","AFAP1L2",3,4,"actin filament associated protein 1 like 2",1.49337522682059,0.130993065122346,-2.06724601833783,0.129950257442788
"50","AGFG1",3,4,"ArfGAP with FG repeats 1",13.7553170257006,19.4946960615669,0.2801634734527,0.455007657329147
"51","AGTPBP1",1,4,"ATP/GTP binding protein 1",9.54865585992441,6.4062328320245,-0.477048071981537,0.101790564192252
"52","AHNAK2",1,4,"AHNAK nucleoprotein 2",29.8271667059763,9.58000824806592,-0.400940613357868,0.888242448835906
"53","AIG1",3,4,"androgen induced 1",46.6778503234117,48.1253440639476,-0.041621342293416,0.927317659448454
"54","AK1",1,6,"adenylate kinase 1",57.9332606538064,28.4478288952456,-0.792894525190118,0.000184542234444803
"55","AKAP1",4,4,"A-kinase anchoring protein 1",42.304236444782,45.6268752574924,-0.019690818748242,0.95712384997839
"56","AKAP13",6,4,"A-kinase anchoring protein 13",12.7763184204762,12.2246526594541,0.0120128797700602,0.992566945549603
"57","AKR1E2",1,4,"aldo-keto reductase family 1 member E2",0.0347485522574369,4.96521800044271,4.76222394211581,1.52289391397727e-07
"58","ALAD",3,4,"aminolevulinate dehydratase",20.8753989244006,17.0369652153062,-0.231580780318398,0.717100704452358
"59","ALDH1A3",6,4,"aldehyde dehydrogenase 1 family member A3",23.5938361935425,354.632901958366,2.74459494038886,5.26674623479656e-06
"60","ALDH1L1-AS2",3,4,"ALDH1L1 antisense RNA 2",0.0191226196181342,0.0106707015476094,NA,NA
"61","ALDH1L2",1,4,"aldehyde dehydrogenase 1 family member L2",18.6851509680861,0.0603768863376404,-5.85107711671582,2.50906288898637e-32
"62","ALDOA",4,4,"aldolase, fructose-bisphosphate A",1259.1306688744,2460.8616764317,0.581889809154296,0.0329426559255203
"63","ALG5",6,4,"ALG5 dolichyl-phosphate beta-glucosyltransferase",54.9070727365997,45.904170142151,-0.261824007594431,0.396643933017029
"64","ALG8",1,4,"ALG8 alpha-1,3-glucosyltransferase",54.784660344077,42.7049188627305,-0.26000113359315,0.74058537091949
"65","ALKBH3",6,4,"alkB homolog 3, alpha-ketoglutaratedependent dioxygenase",22.5377305611303,13.143861033077,-0.637289678703597,0.0349845899765922
"66","ALOX12P2",1,4,"arachidonate 12-lipoxygenase pseudogene 2",2.83172353819543,7.25316495251716,0.856209702143612,0.0473911815993333
"67","ALPK1",6,6,"alpha kinase 1",3.88837535202475,6.84854564653784,0.490445363778004,0.122506562874957
"68","ALPL",3,6,"alkaline phosphatase, biomineralization associated",0.0275815396118877,0.0106606720737845,NA,NA
"69","ALPP",3,4,"alkaline phosphatase, placental",1.21807284461272,0.622355879145377,-0.583793352665122,0.555025425027568
"70","ALS2CR12",4,4,NA,NA,NA,NA,NA
"71","ALYREF",4,4,"Aly/REF export factor",110.132016225319,87.527040270993,-0.061316259631119,0.97093359018091
"72","AMIGO2",4,4,"adhesion molecule with Ig like domain 2",14.1298711754778,24.5539588796592,1.96924150453794,0.589254186132582
"73","AMMECR1L",3,4,"AMMECR1 like",14.9219781287539,12.8949255918526,-0.240255113669837,0.405668269699753
"74","AMOT",6,6,"angiomotin",0.127789030948091,4.45318388202536,3.4383225164831,2.63785843219518e-08
"75","AMY2A",1,4,"amylase alpha 2A",0,0,NA,NA
"76","ANGPT1",6,4,"angiopoietin 1",2.97672124317953,0.695405049860653,-1.01796326105205,0.574944753538065
"77","ANGPTL6",1,4,"angiopoietin like 6",0.206438499814878,0.36669556324533,0.454885990635542,0.716480082473249
"78","ANKEF1",3,4,"ankyrin repeat and EF-hand domain containing 1",7.57597224023861,12.0383245069489,0.369040760663092,0.222870042563655
"79","ANKMY1",1,4,"ankyrin repeat and MYND domain containing 1",6.07505557213372,6.45610182465014,-0.0314355500689967,0.956465081861362
"80","ANKRD10",3,4,"ankyrin repeat domain 10",32.9396255399624,42.7745127610888,0.263725638261347,0.73801619306156
"81","ANKRD13A",4,4,"ankyrin repeat domain 13A",41.5181370421401,25.1538888416418,-0.523666094854968,0.346302218931725
"82","ANKRD13B",3,4,"ankyrin repeat domain 13B",9.09326199189147,7.82027449872606,-0.246532088779495,0.523192604767493
"83","ANKRD2",4,6,"ankyrin repeat domain 2",23.9553201391977,1.8447755248959,-2.42370524482483,0.00332602847474543
"84","ANKRD29",4,4,"ankyrin repeat domain 29",1.85486252902021,1.80859749065009,-0.0757487559866793,0.928867450681189
"85","ANKRD34A",1,4,"ankyrin repeat domain 34A",1.1483691229073,2.44559207110046,0.670403402647376,0.201196805184639
"86","ANKRD35",1,4,"ankyrin repeat domain 35",0.0231225276485755,0.621478031770682,3.31584998385258,0.00440596875807904
"87","ANKRD37",1,4,"ankyrin repeat domain 37",3.91700932959183,12.5631681589231,1.05902140731894,0.0163084862467999
"88","ANKRD53",4,4,"ankyrin repeat domain 53",0.030509551140189,0.0894732905547617,NA,NA
"89","ANKRD66",4,4,"ankyrin repeat domain 66",0,0,NA,NA
"90","ANKS3",3,4,"ankyrin repeat and sterile alpha motif domain containing 3",6.11559761531616,6.01625682653374,-0.112959174284336,0.837879436867066
"91","ANO9",6,4,"anoctamin 9",29.444664247542,27.863170705563,-0.0221720825145747,0.984464642601221
"92","ANP32C",4,6,"acidic nuclear phosphoprotein 32 family member C",0,0,NA,NA
"93","ANTXR1",6,4,"ANTXR cell adhesion molecule 1",22.7492000956296,24.8584122391977,-0.00844142256453573,0.984911102399083
"94","ANXA10",4,4,"annexin A10",0.0810178892049712,0.0998642836156752,NA,NA
"95","ANXA2P2",4,4,"annexin A2 pseudogene 2",0.944542010955537,0.967895035404934,-0.075604574500702,0.946982002167245
"96","ANXA5",1,4,"annexin A5",510.445228496898,204.290477447346,-0.923517978457566,0.122506562874957
"97","ANXA6",3,4,"annexin A6",17.366122653639,6.9554523027866,-0.746531807055361,0.550782223369243
"98","AP1S3",3,4,"adaptor related protein complex 1 subunit sigma 3",30.4261229153452,38.3498284293237,0.226675456191156,0.781797845011672
"99","APOBEC4",4,6,"apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4",0,0,NA,NA
"100","APOF",6,4,"apolipoprotein F",0.0977406751902124,0.423325929688779,1.26668354226454,0.230702187692804
"101","APOL5",1,6,"apolipoprotein L5",0,0.0182811530992651,NA,NA
"102","APP",4,4,"amyloid beta precursor protein",313.151899839615,433.50970178854,0.233278280116305,0.447167022872159
"103","APRT",4,4,"adenine phosphoribosyltransferase",414.167151031574,227.264540980469,-0.706663173132351,0.000806221932797128
"104","AQP8",4,6,"aquaporin 8",0.0523199507797034,0.0219501593990148,NA,NA
"105","AQP9",1,4,"aquaporin 9",0,0,NA,NA
"106","ARAF",6,4,"A-Raf proto-oncogene, serine/threonine kinase",42.2941846775889,30.0404495159416,-0.43993880887518,0.0945956711063034
"107","ARCN1",6,4,"archain 1",73.629812494002,69.409962467903,-0.144365251989844,0.637871282389931
"108","ARF5",4,4,"ADP ribosylation factor 5",153.899466536789,94.3439868926759,-0.58727420568797,0.00768028327082718
"109","ARF6",4,4,"ADP ribosylation factor 6",53.2867033559884,46.1854593104449,-0.233054455466942,0.391045400868341
"110","ARFGAP3",4,4,"ADP ribosylation factor GTPase activating protein 3",22.1682967920769,31.0493741609129,0.24161591698357,0.39555262916764
"111","ARHGAP11B",4,6,"Rho GTPase activating protein 11B",4.96766649087535,4.41179492471495,0.0665749873987298,0.968809375414799
"112","ARHGAP15",4,6,"Rho GTPase activating protein 15",0,0.0287715908761977,NA,NA
"113","ARHGAP17",4,4,"Rho GTPase activating protein 17",20.4774081770322,11.2233808360784,-0.697927439852529,0.00614227050161983
"114","ARHGAP28",1,6,"Rho GTPase activating protein 28",0.87149149893492,0.44409379932885,-0.740850818225533,0.214469928149996
"115","ARHGAP29",4,4,"Rho GTPase activating protein 29",27.0817248736213,62.9718540191946,0.749029138786569,0.000368387863522948
"116","ARHGAP33",1,4,"Rho GTPase activating protein 33",2.33105907321161,3.93128562960048,0.425428680451972,0.410535772045597
"117","ARHGEF11",6,4,"Rho guanine nucleotide exchange factor 11",17.6604522837411,8.14269968682531,-0.86819471175588,5.38854448005442e-05
"118","ARHGEF15",4,6,"Rho guanine nucleotide exchange factor 15",0.046264344097468,0.0811266137994727,NA,NA
"119","ARHGEF38-IT1",6,6,"ARHGEF38 intronic transcript 1",0,0.268424849658064,NA,NA
"120","ARID3A",4,4,"AT-rich interaction domain 3A",1.0224012621656,1.26036922734778,0.111433371891326,0.893237444210364
"121","ARID3B",4,4,"AT-rich interaction domain 3B",1.85123558603333,3.65946927976875,0.576294182676703,0.296802340408083
"122","ARID3C",4,4,"AT-rich interaction domain 3C",0.133721275584817,0.679758577144461,1.41769535311317,0.20161696373245
"123","ARID4B",1,4,"AT-rich interaction domain 4B",22.5321757398959,10.4110422173047,-0.860264863046523,8.51195814605983e-05
"124","ARL14",3,6,"ADP ribosylation factor like GTPase 14",2.17445794410391,12.6479102925259,1.73469524218082,0.00020779429058083
"125","ARL5A",1,4,"ADP ribosylation factor like GTPase 5A",34.0132406591302,20.25458181241,-0.610314802837203,0.00696203796652954
"126","ARL6IP1",3,4,"ADP ribosylation factor like GTPase 6 interacting protein 1",161.376394830963,152.747988575744,-0.0277870517155765,0.980871625241012
"127","ARL6IP4",4,4,"ADP ribosylation factor like GTPase 6 interacting protein 4",131.868253988665,106.274187115778,-0.315158123061316,0.208782652171919
"128","ARL6IP5",6,4,"ADP ribosylation factor like GTPase 6 interacting protein 5",151.678545230473,225.22871229513,0.375869772695178,0.547839138923352
"129","ARL9",6,6,"ADP ribosylation factor like GTPase 9",1.80362137506596,0.0382886198970259,-3.32701217063735,4.88420366049061e-05
"130","ARMCX2",4,4,"armadillo repeat containing X-linked 2",0,0.019954152192161,NA,NA
"131","ARMCX3",4,4,"armadillo repeat containing X-linked 3",1.37490348136427,0,-5.20226878671629,1.69605355194347e-18
"132","ARRB1",4,4,"arrestin beta 1",1.37925970421681,5.78127391795606,1.35356684840555,2.60888239884081e-06
"133","ARRDC3",3,4,"arrestin domain containing 3",19.6490304079411,25.0522052026425,0.368036897861796,0.76512339951281
"134","ARRDC3-AS1",3,4,"ARRDC3 antisense RNA 1",0.763715658262301,1.21834006948633,0.364496492330251,0.637779284515627
"135","ARSD",1,4,"arylsulfatase D",7.40936973681993,8.21405034610346,0.105463624099086,0.903512619138692
"136","ART3",3,6,"ADP-ribosyltransferase 3",0.807233028438242,19.1773133615389,3.26745249506057,2.2138648765927e-05
"137","ASAH2",4,6,"N-acylsphingosine amidohydrolase 2",0.252094387114792,0.466794325462625,0.611944541137193,0.581186438906351
"138","ASAP1",4,4,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",25.7334189575306,12.9554301573888,-0.751188845655778,0.0191288799008663
"139","ASB14",6,6,"ankyrin repeat and SOCS box containing 14",1.01781849473797,0.585188787709639,-0.633400869327466,0.385250662803142
"140","ASB4",1,6,"ankyrin repeat and SOCS box containing 4",0.0661142305134496,0.403384284949028,1.60334699118729,0.0416804658540126
"141","ASF1A",1,4,"anti-silencing function 1A histone chaperone",14.8435974932856,13.2820777716815,-0.196668396378111,0.587563137476676
"142","ASGR1",6,6,"asialoglycoprotein receptor 1",0.0336055523297223,0.406717653192107,2.1925870354509,0.0403788637663745
"143","ASPM",1,4,"abnormal spindle microtubule assembly",23.8462154560392,12.5939946201689,-0.384542758990232,0.819927616939868
"144","ATF7IP",3,4,"activating transcription factor 7 interacting protein",12.6235781753947,26.32533521918,0.641478218977052,0.00391009741899061
"145","ATG4B",4,4,"autophagy related 4B cysteine peptidase",23.9716674011841,34.86438000033,0.27986348876511,0.292935080635323
"146","ATG4D",1,4,"autophagy related 4D cysteine peptidase",24.568337603543,19.0041874599679,-0.325658637507227,0.347134203115647
"147","ATG5",1,4,"autophagy related 5",25.3217397037472,16.4231240882092,-0.528175316071769,0.027924884302693
"148","ATIC",4,4,"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",108.1881003337,101.800864826653,-0.0944905083598486,0.89681576676523
"149","ATL2",4,4,"atlastin GTPase 2",33.78868069638,61.2356031769272,0.506261988409536,0.0243849103580875
"150","ATOH1",4,4,"atonal bHLH transcription factor 1",0.0568695146811383,0,NA,NA
"151","ATP2A1",1,4,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1",0.518410871761383,1.91095399020659,1.26796326311406,0.127218262892932
"152","ATP2A3",3,4,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3",0.0150980791022746,0.0247319748004027,NA,NA
"153","ATP5A1",6,4,NA,NA,NA,NA,NA
"154","ATP5E",4,4,NA,NA,NA,NA,NA
"155","ATP5L",1,4,NA,NA,NA,NA,NA
"156","ATP6V0CP3",6,6,"ATPase H+ transporting V0 subunit c pseudogene 3",0,0,NA,NA
"157","ATP6V1B1",3,6,"ATPase H+ transporting V1 subunit B1",1.35681492402536,142.413662549973,5.17998832150184,0.000296407951921908
"158","ATP6V1B2",3,4,"ATPase H+ transporting V1 subunit B2",39.3472866046816,31.4671895220833,-0.319427444541815,0.204617282356951
"159","ATP8B2",1,6,"ATPase phospholipid transporting 8B2",2.35806848541927,0.158638858371404,-2.55945011082393,0.000184828907695762
"160","ATP9B",1,4,"ATPase phospholipid transporting 9B (putative)",15.6939099227654,9.95195353039851,-0.547467504954112,0.106058426065257
"161","ATRIP",4,4,"ATR interacting protein",13.298852369383,7.00082526635473,-0.634625064686294,0.372091282043173
"162","ATXN10",4,4,"ataxin 10",71.1797528098916,50.068813038435,-0.446421201120858,0.0528420257165792
"163","ATXN7L1",6,4,"ataxin 7 like 1",2.52799129422556,2.08514437137659,-0.279672961456274,0.700524860450559
"164","ATXN7L2",6,4,"ataxin 7 like 2",6.17405512528862,5.62417182110537,-0.189591988766457,0.716542994925564
"165","B2M",4,4,"beta-2-microglobulin",1315.23008608522,1305.89325347905,-0.0978566307486587,0.784986490806293
"166","B3GAT3",4,4,"beta-1,3-glucuronyltransferase 3",49.2433647589354,41.4082832744126,-0.259399767015615,0.362909556809583
"167","B3GNT5",1,4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",47.9219282344615,62.5005806556713,0.173147777561462,0.554270601985004
"168","B4GALT6",6,4,"beta-1,4-galactosyltransferase 6",3.79512926733416,1.81894215751413,-0.697547230597889,0.389937830796425
"169","BACH1",4,4,"BTB domain and CNC homolog 1",13.8840251905328,14.1520170478716,-0.00230097208261848,0.997234145914392
"170","BAG1",3,4,"BCL2 associated athanogene 1",48.3905890059513,50.3732871755455,0.0200569852828483,0.980935401399927
"171","BAG2",4,4,"BCL2 associated athanogene 2",44.0496722913228,7.70872724830145,-1.72016264794838,0.0053019785264044
"172","BAIAP2-AS1",1,4,NA,NA,NA,NA,NA
"173","BAIAP2L1",1,4,"BAR/IMD domain containing adaptor protein 2 like 1",25.6537015706091,38.0377778651959,0.29892474733161,0.240717853958068
"174","BAK1",6,4,"BCL2 antagonist/killer 1",42.6191299745426,24.8908491195306,-0.547382061310564,0.411413341771197
"175","BANF2",6,4,"barrier to autointegration factor 2",0,0.0524916597033898,NA,NA
"176","BAP1",6,4,"BRCA1 associated protein 1",40.7058480374124,27.4664921156882,-0.489381198478718,0.0387078520624483
"177","BASP1",4,4,"brain abundant membrane attached signal protein 1",98.0715393327094,17.6907056402446,-1.80119864783024,2.57266044836952e-19
"178","BCAP29",1,6,"B cell receptor associated protein 29",14.9048284135265,8.67844557766588,-0.564117397749738,0.334212830672202
"179","BCAS1",1,6,"breast carcinoma amplified sequence 1",0.0225141829219325,2.34830224764998,4.25463278744392,5.76319734266771e-07
"180","BCKDHA",6,4,"branched chain keto acid dehydrogenase E1 subunit alpha",37.3720933872196,89.4294074370296,0.863375201983357,0.120627058480295
"181","BCL10",4,4,"BCL10 immune signaling adaptor",15.572832808006,10.9386585818971,-0.436963652823664,0.119154690135559
"182","BCL11B",3,4,"BAF chromatin remodeling complex subunit BCL11B",0.250038097147886,0.0258220443519947,NA,NA
"183","BCL2L13",4,4,"BCL2 like 13",34.0140628377038,20.3647766703146,-0.589992070394094,0.0068404956442245
"184","BCL3",3,4,"BCL3 transcription coactivator",8.43801035098298,28.0309659477336,1.1445283681672,0.0017550023375623
"185","BCMO1",6,4,NA,NA,NA,NA,NA
"186","BCR",4,4,"BCR activator of RhoGEF and GTPase",24.7300430354222,28.4103774810443,0.0498569617453271,0.88945563403837
"187","BET1L",3,4,"Bet1 golgi vesicular membrane trafficking protein like",32.2608662625762,29.4901423752622,-0.185874077035712,0.526520118532333
"188","BEX2",4,4,"brain expressed X-linked 2",0,3.66876130637939,4.76413635364789,1.49340224123285e-14
"189","BHMT",3,4,"betaine--homocysteine S-methyltransferase",0,0.101155097444014,NA,NA
"190","BIRC5",6,4,"baculoviral IAP repeat containing 5",48.8873509033074,45.638534887868,1.66389063599546,0.712359983338142
"191","BLZF1",3,4,"basic leucine zipper nuclear factor 1",35.1871093594625,18.2628242957848,-0.751865146911339,0.00225526227682941
"192","BMP3",4,4,"bone morphogenetic protein 3",0.0684315222773323,0.211107894102508,1.01645439614324,0.222084386655826
"193","BMPER",3,4,"BMP binding endothelial regulator",0.127759443869914,0.015276295320664,NA,NA
"194","BMPR2",3,4,"bone morphogenetic protein receptor type 2",9.89472438959865,5.95399609079833,-0.581999410903045,0.0174319349859733
"195","BNC2",1,4,"basonuclin 2",0.552826358474403,0.898083466145945,0.478577662360237,0.799077605906935
"196","BNIP2",4,4,"BCL2 interacting protein 2",43.8251587421122,33.8282005261228,-0.355187812829688,0.153243167294587
"197","BOK-AS1",3,4,"BOK antisense RNA 1",0.0786235972654727,0.108796173370005,NA,NA
"198","BPIFA2",4,6,"BPI fold containing family A member 2",0,8.82986022551661,5.70912520651604,7.85638326824376e-24
"199","BPIFB2",3,6,"BPI fold containing family B member 2",0,1.69585140036896,4.75072161779018,7.23151835872602e-15
"200","BPTF",3,4,"bromodomain PHD finger transcription factor",17.4897400631355,23.0565460256969,0.18186873234862,0.551121391424247
"201","BRI3BP",4,4,"BRI3 binding protein",22.7394575899318,13.363479381435,-0.398931213560242,0.760845618032321
"202","BRMS1L",1,4,"BRMS1 like transcriptional repressor",14.7998316232264,6.92088057159328,-0.85855107623242,0.0117795160401194
"203","BSX",3,6,"brain specific homeobox",0,0,NA,NA
"204","BTBD7",3,4,"BTB domain containing 7",10.823795663096,7.54925016231383,-0.455252046125608,0.0633850230960715
"205","BTF3L4",6,4,"basic transcription factor 3 like 4",21.9002938005733,21.7923117142227,-0.0876857040526312,0.793210144627903
"206","BTG3",4,4,"BTG anti-proliferation factor 3",56.5668810476139,33.6655851958252,-0.592898648032069,0.0654884516542038
"207","BTK",6,4,"Bruton tyrosine kinase",0.061364486566324,0.215767654837047,NA,NA
"208","BTLA",6,4,"B and T lymphocyte associated",0,0.0995400607503786,2.51052675556723,0.00253910561721548
"209","BTNL3",6,4,"butyrophilin like 3",0,0,NA,NA
"210","BTNL9",4,6,"butyrophilin like 9",0.026530289780026,0.0432712970479361,NA,NA
"211","BVES-AS1",6,6,"BVES antisense RNA 1",0.227181479201089,0.188006412571189,-0.143026477352722,0.916291139620251
"212","C10orf35",4,4,NA,NA,NA,NA,NA
"213","C11orf16",1,4,"chromosome 11 open reading frame 16",0.0698146494270988,0.0313757151843481,NA,NA
"214","C11orf53",1,4,"chromosome 11 open reading frame 53",0,0,NA,NA
"215","C11orf57",4,4,NA,NA,NA,NA,NA
"216","C11orf63",4,4,NA,NA,NA,NA,NA
"217","C11orf74",1,6,"chromosome 11 open reading frame 74",17.1134971576896,23.2883965880767,0.205990790521973,0.674436473047278
"218","C12orf52",1,4,NA,NA,NA,NA,NA
"219","C12orf54",1,6,"chromosome 12 open reading frame 54",2.14398461173506,0.066722269045758,NA,NA
"220","C12orf68",3,4,NA,NA,NA,NA,NA
"221","C12orf75",1,4,"chromosome 12 open reading frame 75",55.3482504070989,16.6142351249137,-1.10649130845165,0.236477774629193
"222","C12orf76",6,6,"chromosome 12 open reading frame 76",5.09902374355193,12.8506520846518,0.967740381713949,0.192891391454453
"223","C13orf45",4,4,NA,NA,NA,NA,NA
"224","C14orf166",6,4,NA,NA,NA,NA,NA
"225","C14orf182",1,4,NA,NA,NA,NA,NA
"226","C14orf2",1,4,NA,NA,NA,NA,NA
"227","C14orf37",3,4,NA,NA,NA,NA,NA
"228","C14orf93",1,4,"chromosome 14 open reading frame 93",9.40780032028178,9.8806244800116,0.0473589794444423,0.957875716372918
"229","C15orf39",3,4,"chromosome 15 open reading frame 39",7.52056276753727,12.2695868730892,0.39505459135233,0.16199692247886
"230","C16orf13",4,4,NA,NA,NA,NA,NA
"231","C16orf71",3,4,"chromosome 16 open reading frame 71",0.11481787507803,0.404591790400752,0.99394949218416,0.286499785911491
"232","C16orf90",1,6,"chromosome 16 open reading frame 90",0,0,NA,NA
"233","C17orf100",6,4,"chromosome 17 open reading frame 100",NA,NA,NA,NA
"234","C17orf103",4,4,NA,NA,NA,NA,NA
"235","C17orf112",1,6,"chromosome 17 open reading frame 112",0,0,NA,NA
"236","C17orf96",1,4,NA,NA,NA,NA,NA
"237","C17orf97",3,4,"chromosome 17 open reading frame 97",0.455955074181041,0.964403246037269,0.644566800811893,0.656270469177312
"238","C18orf32",3,4,"chromosome 18 open reading frame 32",29.9595603673604,24.1734872801626,-0.226474508371899,0.768599441518051
"239","C18orf54",4,6,"chromosome 18 open reading frame 54",2.61883720294703,1.53533728827635,-0.362612692996624,0.800382513608067
"240","C19orf33",3,4,"chromosome 19 open reading frame 33",322.451182903949,456.580045926878,0.233274022449904,0.393530146358877
"241","C19orf47",6,4,"chromosome 19 open reading frame 47",16.4655226508848,9.7362538292497,-0.620254607285835,0.0410709589877322
"242","C19orf52",4,4,NA,NA,NA,NA,NA
"243","C19orf54",3,4,"chromosome 19 open reading frame 54",6.74089086163642,17.325197962845,0.84892424337905,0.0111287708407972
