"","extGene","wt.group","tgfb.group","GENENAME","WT","tgfb","b","qval"
"65","ALDH5A1",1,7,"aldehyde dehydrogenase 5 family member A1",4.17064918911261,3.60718738322736,-0.178755909631443,0.298609054590619
"66","ALDOA",4,5,"aldolase, fructose-bisphosphate A",1640.88381136314,1370.94182933938,-0.204165397412262,0.37584109714538
"67","ALG8",1,7,"ALG8 alpha-1,3-glucosyltransferase",78.2845466155076,57.086110021608,-0.360828060304607,0.00478747963673319
"68","ALKBH7",4,5,"alkB homolog 7",23.8887500886448,17.6012917262157,-0.308960653309332,0.302334453890335
"69","ALOX12P2",1,7,"arachidonate 12-lipoxygenase pseudogene 2",2.34687009465059,2.74068143024422,0.105928744357792,0.689755722549028
"70","ALOXE3",3,7,"arachidonate lipoxygenase 3",2.32119444581535,1.71705100222984,-0.331117761163201,0.107716318685631
"71","ALPL",3,7,"alkaline phosphatase, biomineralization associated",0.0118858927574588,0.0242396270714676,NA,NA
"72","ALPP",3,7,"alkaline phosphatase, placental",0.534722714433409,0.242795310503212,-0.80856578754042,0.0566919012204137
"73","ALS2CR12",4,7,NA,NA,NA,NA,NA
"74","ALS2CR8",4,7,NA,NA,NA,NA,NA
"75","ALYREF",4,7,"Aly/REF export factor",228.576676679247,124.995096288778,-0.622759797172447,0.00455697022399379
"76","AMER2",4,7,"APC membrane recruitment protein 2",0,0,NA,NA
"77","AMFR",3,7,"autocrine motility factor receptor",42.7433885053884,54.5534739087995,0.201267696661275,0.132464675490158
"78","AMOT",6,7,"angiomotin",0.0252787467049895,0.0299910897547496,NA,NA
"79","AMTN",6,7,"amelotin",0.119174953391272,0.679749467917597,NA,NA
"80","ANAPC11",6,7,"anaphase promoting complex subunit 11",120.359476114056,88.8630754387764,-0.290100295629272,0.422415142860009
"81","ANAPC7",4,7,"anaphase promoting complex subunit 7",30.7777718492643,27.818747109374,-0.146768738167888,0.322953957625953
"82","ANGPT1",6,7,"angiopoietin 1",0.445728461461712,0.225463431645433,-0.695794327138547,0.0676779972690694
"83","ANGPTL5",6,5,"angiopoietin like 5",0,0.0236064742801765,NA,NA
"84","ANGPTL6",1,5,"angiopoietin like 6",0.16312967371127,0.120979650017781,NA,NA
"85","ANKEF1",3,7,"ankyrin repeat and EF-hand domain containing 1",6.64236730609565,7.80535933844366,0.137570982968403,0.507372459207579
"86","ANKK1",4,7,"ankyrin repeat and kinase domain containing 1",0.222847916871292,0.263696042596393,0.19974123644726,0.768350942442935
"87","ANKRD13A",4,7,"ankyrin repeat domain 13A",29.6624422854776,46.8236593754105,0.411875393858444,0.00125452582377031
"88","ANKRD13B",3,7,"ankyrin repeat domain 13B",13.0428818087749,5.0071090279344,-1.0006180841,3.65442989778652e-13
"89","ANKRD2",4,7,"ankyrin repeat domain 2",5.10415001310767,3.37252200154091,-0.454246813968861,0.0314259513464227
"90","ANKRD36B",1,7,"ankyrin repeat domain 36B",2.47194189783794,4.43183649488191,0.547902578319738,0.0280988872693091
"91","ANKRD53",4,7,"ankyrin repeat domain 53",0,0.042548207250094,NA,NA
"92","ANKRD65",4,7,"ankyrin repeat domain 65",1.01711196653932,0.885164676137302,-0.167806607336297,0.679394317431108
"93","ANKRD66",4,7,"ankyrin repeat domain 66",0,0,NA,NA
"94","ANO9",6,7,"anoctamin 9",12.8034545933537,22.2591395759522,0.507036708479126,0.000135253410447177
"95","ANPEP",3,5,"alanyl aminopeptidase, membrane",757.13038844927,909.384138610602,0.13898177970327,0.423316223597942
"96","ANXA2P1",3,5,"annexin A2 pseudogene 1",0.254518675193994,0.25396825061867,NA,NA
"97","ANXA2P2",4,7,"annexin A2 pseudogene 2",1.12342767242421,1.2192769387539,0.0455840459259702,0.919994006353619
"98","AP1S1",6,7,"adaptor related protein complex 1 subunit sigma 1",113.949253038169,94.7318155569828,-0.216791950791975,0.270173350795845
"99","AP2M1",6,7,"adaptor related protein complex 2 subunit mu 1",432.872802219423,414.708393796953,-0.0703611882181852,0.765851834726162
"100","AP5B1",6,7,"adaptor related protein complex 5 subunit beta 1",8.16834899488097,10.7757989527859,0.234104003600324,0.101528417290721
"101","APCDD1L",3,5,"APC down-regulated 1 like",0.457591230529769,1.3296362516111,1.00082684749427,0.000359463143944558
"102","APH1B",6,7,"aph-1 homolog B, gamma-secretase subunit",2.19040887823134,4.37549274277916,0.643162225478025,7.66378007153807e-05
"103","APLP1",4,7,"amyloid beta precursor like protein 1",0.520021330771194,5.86433757760506,2.39963361280707,9.70581789394517e-18
"104","APOBEC3F",6,7,"apolipoprotein B mRNA editing enzyme catalytic subunit 3F",6.50519142270645,5.70844274696728,-0.175935242270734,0.375849356106397
"105","APOBEC4",4,5,"apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4",0,0,NA,NA
"106","APOL5",1,7,"apolipoprotein L5",0,0,NA,NA
"107","APOLD1",6,7,"apolipoprotein L domain containing 1",2.19565989409474,3.18250037449155,0.359205773516223,0.149851876599765
"108","APRT",4,7,"adenine phosphoribosyltransferase",475.208154483544,306.919810618814,-0.445270097976454,0.103302347401362
"109","ARAF",6,7,"A-Raf proto-oncogene, serine/threonine kinase",51.9915505038388,42.7009243537177,-0.234613043878429,0.106133048389997
"110","ARGFX",6,5,"arginine-fifty homeobox",0.435463727388167,0.546778965340139,0.251443026824484,0.51053788208856
"111","ARGFXP2",1,7,"arginine-fifty homeobox pseudogene 2",0.337946952229758,0.255673575109436,-0.224882061488809,0.809362406181331
"112","ARHGAP17",4,7,"Rho GTPase activating protein 17",25.0891133336236,28.5186104503086,0.0859651912939862,0.59694442125915
"113","ARHGAP29",4,7,"Rho GTPase activating protein 29",23.8171521296456,36.8191228119301,0.547419940370407,0.313618007217922
"114","ARHGEF11",6,7,"Rho guanine nucleotide exchange factor 11",19.9100870633185,23.6788124322251,0.135891600658245,0.342169236094236
"115","ARHGEF15",4,7,"Rho guanine nucleotide exchange factor 15",0.024507504552348,0.0293548256720484,NA,NA
"116","ARHGEF17",3,7,"Rho guanine nucleotide exchange factor 17",5.44682713854861,11.8644197388767,0.741695706563989,3.23786915145367e-09
"117","ARHGEF37",4,7,"Rho guanine nucleotide exchange factor 37",2.53544802030915,4.77693810844928,0.609973762410225,0.000308223387164698
"118","ARID3B",4,7,"AT-rich interaction domain 3B",1.48645020725477,3.36046834231731,0.758272203783065,0.000766828373386243
"119","ARID3C",4,5,"AT-rich interaction domain 3C",0.186581958429088,0.101289125263628,NA,NA
"120","ARID5B",6,5,"AT-rich interaction domain 5B",1.16203553449879,1.51199547597323,0.262761740078481,0.314620569513424
"121","ARL5A",1,7,"ADP ribosylation factor like GTPase 5A",31.9917096423351,27.5800554259335,-0.17851077813966,0.226413591023659
"122","ARMC7",6,7,"armadillo repeat containing 7",10.9227446069235,6.37107442441753,-0.567012908256583,0.00153208721253818
"123","ARRB1",4,7,"arrestin beta 1",1.97676867273221,1.50859870641848,-0.321598942236549,0.0671328923288845
"124","ARSD",1,7,"arylsulfatase D",3.41194033378058,9.30689304536783,0.975080052080026,4.26223029305678e-07
"125","ART3",3,5,"ADP-ribosyltransferase 3",0.317439195393296,0.60756336203261,0.632482265133566,0.300447999156974
"126","ASAH1",4,7,"N-acylsphingosine amidohydrolase 1",42.7076324099956,71.2406560870284,0.466582196102989,0.000109272772571678
"127","ASAP1",4,7,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",34.5821110392679,54.0596367692325,0.451075906121639,0.0819018440055478
"128","ASB14",6,7,"ankyrin repeat and SOCS box containing 14",0.700439271174638,0.763005559463469,0.0159295547246032,0.973630979879747
"129","ASB17",1,5,"ankyrin repeat and SOCS box containing 17",0,0,NA,NA
"130","ASF1B",4,7,"anti-silencing function 1B histone chaperone",79.6810639767183,45.4276476266693,-0.601692469769482,6.8928143369891e-07
"131","ASGR1",6,5,"asialoglycoprotein receptor 1",0.147164560595373,0.141645980817921,NA,NA
"132","ASIC5",3,7,"acid sensing ion channel subunit family member 5",0,0,NA,NA
"133","ASPA",6,5,"aspartoacylase",0.238515080844654,0.228171366147154,NA,NA
"134","ATG2B",6,7,"autophagy related 2B",5.69839118559699,7.24637279673697,0.27868373979881,0.473661869665435
"135","ATG4B",4,7,"autophagy related 4B cysteine peptidase",25.7236181510734,23.8155686045602,-0.114078410326663,0.481866108109152
"136","ATG5",1,7,"autophagy related 5",30.1236887134378,28.6842777821578,-0.0937596113169949,0.543252752409017
"137","ATOH8",6,7,"atonal bHLH transcription factor 8",0.0303160606738068,0.0346696166896066,NA,NA
"138","ATP10D",1,7,"ATPase phospholipid transporting 10D (putative)",8.9096864242616,10.4416614964642,0.144212199282602,0.525226493550102
"139","ATP13A2",4,7,"ATPase cation transporting 13A2",22.6943592439983,33.1837997343408,0.336589006382413,0.00946182203468036
"140","ATP2A1",1,7,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1",0.152494509393881,0.263043322914012,0.485557862028613,0.425229142291354
"141","ATP2A2",3,7,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2",135.533421739712,179.78346609073,0.283396175021663,0.281161042458847
"142","ATP2B2",6,7,"ATPase plasma membrane Ca2+ transporting 2",0.00614679342392761,0.00333909280015489,NA,NA
"143","ATP5A1",6,7,NA,NA,NA,NA,NA
"144","ATP5G3",1,7,NA,NA,NA,NA,NA
"145","ATP6V1B2",3,7,"ATPase H+ transporting V1 subunit B2",46.5765771845545,48.1280545066758,-0.0120436866026093,0.943967480011489
"146","ATP6V1G3",4,7,"ATPase H+ transporting V1 subunit G3",0,0,NA,NA
"147","ATP6V1H",6,7,"ATPase H+ transporting V1 subunit H",52.398374057546,61.4022437702735,0.117051631741003,0.426364985993691
"148","ATP8A1",4,7,"ATPase phospholipid transporting 8A1",0.269204060099226,0.201106722472835,-0.204274717764246,0.770406984337765
"149","ATP8B2",1,5,"ATPase phospholipid transporting 8B2",4.05652388646116,15.751391871043,1.34221080274092,1.14687719306044e-12
"150","ATP8B4",6,7,"ATPase phospholipid transporting 8B4 (putative)",0.0187194546347735,0.0198430153391795,NA,NA
"151","ATP9B",1,7,"ATPase phospholipid transporting 9B (putative)",15.9308580860821,20.7807000340624,0.243582743285814,0.182216385187223
"152","ATXN7L2",6,7,"ataxin 7 like 2",6.61673357017548,4.06625915278979,-0.531038207956472,0.00112255032035066
"153","AUP1",1,5,"AUP1 lipid droplet regulating VLDL assembly factor",182.046218081124,125.217171164517,-0.397064072971563,0.0694918314126876
"154","AVEN",3,7,"apoptosis and caspase activation inhibitor",38.9139197018498,43.3810141074611,0.078692138083763,0.72561211114744
"155","AWAT1",4,5,"acyl-CoA wax alcohol acyltransferase 1",0,0,NA,NA
"156","AXDND1",1,7,"axonemal dynein light chain domain containing 1",0.102930614792038,0.106835256074982,NA,NA
"157","AXIN2",4,7,"axin 2",0.0933964484291922,0.193089862013802,NA,NA
"158","AXL",4,7,"AXL receptor tyrosine kinase",68.4205705853722,65.3355011956784,-0.0924081146707093,0.512831809590266
"159","B3GAT3",4,7,"beta-1,3-glucuronyltransferase 3",45.1726105722664,45.8476531754335,-0.00761063804545401,0.979877554967178
"160","B3GNT5",1,7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",41.6943338791638,37.0298939411298,-0.151372674047696,0.27085596302672
"161","B4GALT1",3,7,"beta-1,4-galactosyltransferase 1",102.572882846455,210.528840241108,0.684765694378775,1.52845922625197e-09
"162","B4GALT3",6,7,"beta-1,4-galactosyltransferase 3",53.9809056314741,45.5502758571867,-0.210957561569892,0.215276201486303
"163","B4GALT6",6,7,"beta-1,4-galactosyltransferase 6",6.26028623419622,5.64475047461021,-0.126812880341508,0.486282894932204
"164","BACH1",4,7,"BTB domain and CNC homolog 1",9.37255011612715,15.8744296422583,0.538390153976254,0.0563626948173038
"165","BAG2",4,7,"BCL2 associated athanogene 2",59.7949422086577,31.8617930961532,-0.675146008931834,4.94759373704776e-08
"166","BAMBI",6,7,"BMP and activin membrane bound inhibitor",5.33770376313398,7.65183159619801,0.324086270445377,0.0922857809228488
"167","BANF2",6,5,"barrier to autointegration factor 2",0,0,NA,NA
"168","BAP1",6,7,"BRCA1 associated protein 1",53.0713665946341,48.8304538367163,-0.120469936021657,0.450227005409178
"169","BARX2",4,7,"BARX homeobox 2",0.0151535581171455,0.0158705804332635,NA,NA
"170","BAZ2B",4,7,"bromodomain adjacent to zinc finger domain 2B",7.55614925429486,15.9999404391791,0.860971595163636,0.0918831972809629
"171","BBS12",6,7,"Bardet-Biedl syndrome 12",1.13540556465204,1.71422537571105,0.370549214256374,0.24758585344421
"172","BCCIP",4,7,"BRCA2 and CDKN1A interacting protein",214.518550693179,123.838594006548,-0.585337716377107,4.43044741963471e-05
"173","BCL10",4,7,"BCL10 immune signaling adaptor",13.1958370958984,15.7738954082055,0.132335616948704,0.40904453635327
"174","BCL3",3,7,"BCL3 transcription coactivator",12.6116220886562,7.10869591833561,-0.625951899638319,6.25490661823584e-05
"175","BCMO1",6,7,NA,NA,NA,NA,NA
"176","BECN1",6,7,"beclin 1",65.8136675607122,80.6084753090613,0.15924534659763,0.246912315497745
"177","BEND6",3,7,"BEN domain containing 6",1.95390011362665,2.98921727009757,0.377574749154293,0.0580112906558815
"178","BET1L",3,7,"Bet1 golgi vesicular membrane trafficking protein like",32.4854253056741,51.5711466402154,0.415780574514006,0.000896340972464357
"179","BEX5",3,5,"brain expressed X-linked 5",0.0754413052558275,0,NA,NA
"180","BHLHE40",3,7,"basic helix-loop-helix family member e40",34.8867975546398,103.116744668783,1.04517082864957,1.19541282585671e-21
"181","BHMT",3,5,"betaine--homocysteine S-methyltransferase",0,0.0108263828507671,NA,NA
"182","BIK",3,7,"BCL2 interacting killer",16.1157179050821,6.66507783081879,-0.899786583621091,0.000102288633444641
"183","BNIP2",4,7,"BCL2 interacting protein 2",48.6634085119561,63.8884862905295,0.245932793064464,0.0992613480742453
"184","BNIP3",1,7,"BCL2 interacting protein 3",59.3072321236782,71.7698685859218,0.150457326693708,0.300571470895125
"185","BOC",6,7,"BOC cell adhesion associated, oncogene regulated",0.685720118392796,0.942602489538607,0.323962188535863,0.366896192002266
"186","BOK-AS1",3,7,"BOK antisense RNA 1",0.381054315716189,0.129282165337012,NA,NA
"187","BPIFB2",3,7,"BPI fold containing family B member 2",0,0,NA,NA
"188","BPIFB4",3,5,"BPI fold containing family B member 4",0,0,NA,NA
"189","BRI3BP",4,7,"BRI3 binding protein",36.3073004867794,36.0731719545637,-0.0141740017459626,0.961639557959221
"190","BRS3",3,7,"bombesin receptor subtype 3",0,0,NA,NA
"191","BRWD1",3,7,"bromodomain and WD repeat domain containing 1",8.0459611292395,10.4634197345471,0.239525714802682,0.298314008065457
"192","BSX",3,5,"brain specific homeobox",0,0,NA,NA
"193","BTAF1",4,7,"B-TFIID TATA-box binding protein associated factor 1",11.168938256068,16.620861664327,0.487892585361691,0.328513375389325
"194","BTC",4,7,"betacellulin",1.88363638296275,2.65513789532287,0.318576735249334,0.258708548960786
"195","BTG2",6,7,"BTG anti-proliferation factor 2",6.47382941568307,7.84066987228854,0.147539475189936,0.406075199151573
"196","BTG3",4,7,"BTG anti-proliferation factor 3",57.8465905621492,88.3724309393507,0.381218594683857,0.00276866839236915
"197","BTLA",6,5,"B and T lymphocyte associated",0.00835969172691588,0.00934177911764121,NA,NA
"198","BTN3A1",4,5,"butyrophilin subfamily 3 member A1",5.91605146396961,8.37923419449574,0.322034582604242,0.0358612731891589
"199","BTNL3",6,5,"butyrophilin like 3",0,0,NA,NA
"200","BUD13",3,7,"BUD13 homolog",23.9906348727091,18.4320316479497,-0.308627014925152,0.0314068696853783
"201","BVES-AS1",6,7,"BVES antisense RNA 1",0.127351023593871,0.351166301718274,0.99212567974494,0.179549434019638
"202","BZW1",3,7,"basic leucine zipper and W2 domains 1",247.978139615438,236.014830703009,-0.0877824102573789,0.544482580291745
"203","C10orf76",6,7,NA,NA,NA,NA,NA
"204","C11orf1",3,7,"chromosome 11 open reading frame 1",14.8012192208314,14.1262067767122,-0.0765343642456973,0.740562554523766
"205","C11orf30",1,7,NA,NA,NA,NA,NA
"206","C11orf57",4,7,NA,NA,NA,NA,NA
"207","C11orf70",6,7,NA,NA,NA,NA,NA
"208","C11orf74",1,5,"chromosome 11 open reading frame 74",19.3333751267725,14.8063771803668,-0.298387966377519,0.111799790021601
"209","C12orf52",1,7,NA,NA,NA,NA,NA
"210","C12orf77",4,5,"chromosome 12 open reading frame 77",0.121001689586099,0.0468663511594725,NA,NA
"211","C13orf45",4,7,NA,NA,NA,NA,NA
"212","C14orf178",4,7,"chromosome 14 open reading frame 178",0.278956380907053,0.12169848994411,NA,NA
"213","C14orf28",3,7,"chromosome 14 open reading frame 28",1.13391492172226,2.60059222690457,0.788046752182881,0.000101815911918264
"214","C15orf27",3,7,NA,NA,NA,NA,NA
"215","C15orf39",3,7,"chromosome 15 open reading frame 39",10.2385609200669,6.67474661745325,-0.468092073827005,0.000988328414276736
"216","C15orf52",3,7,NA,NA,NA,NA,NA
"217","C15orf54",4,5,"chromosome 15 open reading frame 54 (putative)",0.0596472560791107,0.0549021944542377,NA,NA
"218","C16orf52",4,7,NA,NA,NA,NA,NA
"219","C16orf70",3,7,"chromosome 16 open reading frame 70",15.5089933234193,16.3206156018851,0.00613095198271338,0.975936111605502
"220","C16orf74",1,7,"chromosome 16 open reading frame 74",71.8315379900094,44.6445522739744,-0.480485407206442,0.0870465538167306
"221","C16orf90",1,5,"chromosome 16 open reading frame 90",0,0,NA,NA
"222","C17orf103",4,7,NA,NA,NA,NA,NA
"223","C17orf51",6,7,NA,NA,NA,NA,NA
"224","C17orf64",1,7,"chromosome 17 open reading frame 64",0,0,NA,NA
"225","C17orf85",3,7,NA,NA,NA,NA,NA
"226","C17orf96",1,7,NA,NA,NA,NA,NA
"227","C18orf54",4,5,"chromosome 18 open reading frame 54",4.58016806652825,4.59453095912864,-0.0307130991088947,0.870962160087027
"228","C19orf25",6,7,"chromosome 19 open reading frame 25",22.6969933190157,24.1745397689346,0.0400143128733284,0.884227243484606
"229","C19orf54",3,7,"chromosome 19 open reading frame 54",7.98515284611598,5.5427865729112,-0.409485954412854,0.0228759552517417
"230","C19orf57",6,7,"chromosome 19 open reading frame 57",0.583342231897207,0.754781463858633,0.179067717576025,0.651891229060221
"231","C1QB",1,5,"complement C1q B chain",0,0,NA,NA
"232","C1QTNF1",6,7,"C1q and TNF related 1",0.899199305706133,1.0242056399685,0.0850014013385066,0.808468778486183
"233","C1QTNF1-AS1",1,7,"C1QTNF1 antisense RNA 1",0.0338109919204362,0,NA,NA
"234","C1QTNF3",3,7,"C1q and TNF related 3",0.0973177066014151,0.113494962818784,NA,NA
"235","C1QTNF6",6,7,"C1q and TNF related 6",1.39235334438469,1.20326483647663,-0.193432253480178,0.45585961215551
"236","C1orf100",3,7,"chromosome 1 open reading frame 100",0.0960434558139742,0.65629221443291,NA,NA
"237","C1orf101",4,7,NA,NA,NA,NA,NA
"238","C1orf146",1,7,"chromosome 1 open reading frame 146",0,0.0472047657668241,NA,NA
"239","C1orf185",4,7,"chromosome 1 open reading frame 185",0,0,NA,NA
"240","C1orf35",6,7,"chromosome 1 open reading frame 35",56.9352149326027,46.7778292697948,-0.22989441363497,0.190322439867265
"241","C1orf53",3,7,"chromosome 1 open reading frame 53",9.60566282090355,10.6246280646626,0.0616469725483455,0.80972308428808
"242","C1orf61",1,5,"chromosome 1 open reading frame 61",0.131675719042809,0.0615677951753197,NA,NA
"243","C1orf64",4,7,NA,NA,NA,NA,NA
"244","C1orf85",4,7,NA,NA,NA,NA,NA
"245","C1orf87",3,7,"chromosome 1 open reading frame 87",0,0,NA,NA
"246","C1orf94",3,7,"chromosome 1 open reading frame 94",0,0,NA,NA
"247","C1orf95",4,7,NA,NA,NA,NA,NA
"248","C20orf194",4,7,"chromosome 20 open reading frame 194",1.87163172902496,3.6519576828244,0.636942485644135,4.13864411438765e-05
"249","C21orf33",6,7,NA,NA,NA,NA,NA
"250","C21orf49",6,7,NA,NA,NA,NA,NA
"251","C21orf58",6,7,"chromosome 21 open reading frame 58",8.33776592081803,6.2661071787773,-0.327495596316125,0.0526659689317885
"252","C21orf67",6,7,NA,NA,NA,NA,NA
