"","extGene","wt.group","tgfb.group","GENENAME","WT","tgfb","b","qval"
"29","C15orf39",3,7,"chromosome 15 open reading frame 39",10.2385609200669,6.67474661745325,-0.468092073827005,0.000988328414276736
"30","C16orf74",1,7,"chromosome 16 open reading frame 74",71.8315379900094,44.6445522739744,-0.480485407206442,0.0870465538167306
"31","C19orf54",3,7,"chromosome 19 open reading frame 54",7.98515284611598,5.5427865729112,-0.409485954412854,0.0228759552517417
"32","C21orf58",6,7,"chromosome 21 open reading frame 58",8.33776592081803,6.2661071787773,-0.327495596316125,0.0526659689317885
"33","C9orf40",6,7,"chromosome 9 open reading frame 40",17.279093369758,9.39081528897845,-0.650285755705982,0.000664553313804327
"34","C9orf78",6,7,"chromosome 9 open reading frame 78",65.2840589598447,51.8372113952716,-0.269090103140975,0.0483074058125168
"35","CABLES1",3,7,"Cdk5 and Abl enzyme substrate 1",5.25158627325438,2.86269839060899,-0.650879781922007,1.35052844891008e-05
"36","CBFB",3,7,"core-binding factor subunit beta",55.2585892559028,43.140997011741,-0.291573309209566,0.0207497426731156
"37","CBR3",4,7,"carbonyl reductase 3",14.0085340636338,8.50854718122835,-0.513457478957507,0.0731659764093266
"38","CBX3",4,7,"chromobox 3",290.797750710806,216.159490223268,-0.338689588021592,0.00508574480393357
"39","CCDC102B",1,7,"coiled-coil domain containing 102B",0.750102163607934,0.23147951037151,-1.34403663553248,0.0159508089140019
"40","CCDC86",3,7,"coiled-coil domain containing 86",72.9864114680074,43.7959850230667,-0.545833395027507,0.000357041749845707
"41","CCNJL",1,7,"cyclin J like",8.264210958776,6.00358216351091,-0.36219221783675,0.0202970215035485
"42","CD14",1,7,"CD14 molecule",6.84654330396475,0.568186240673272,-2.48360274312802,3.77479209005846e-15
"43","CDCA4",3,7,"cell division cycle associated 4",51.6568901333099,33.9263552827887,-0.453654078245263,0.00428651376069094
"44","CDKN2C",4,7,"cyclin dependent kinase inhibitor 2C",30.0093907084167,18.359551493441,-0.521845723791432,0.00239345017470375
"45","CHCHD3",6,7,"coiled-coil-helix-coiled-coil-helix domain containing 3",101.000815971283,61.487826672179,-0.538446441100807,8.74301624446316e-06
"46","CHPT1",1,7,"choline phosphotransferase 1",54.1058782138846,32.6030135165658,-0.549744094885999,2.02291019761449e-05
"47","CHRNA5",1,7,"cholinergic receptor nicotinic alpha 5 subunit",10.7842722028297,7.63800436743592,-0.393492470012585,0.00637959814697899
"48","CHURC1-FNTB",1,7,"CHURC1-FNTB readthrough",11.0024868718279,5.917493748157,-0.608317075872661,0.0737706905766204
"49","CISD3",1,7,"CDGSH iron sulfur domain 3",36.2714219297319,21.6854351744854,-0.510418593784234,0.096466291454856
"50","CITED2",6,7,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2",13.7262424258064,6.63149075731313,-0.770821049028863,2.69743604557049e-07
"51","CLDN7",4,7,"claudin 7",25.2249862066886,14.0024041525665,-0.632248264115458,5.56074954399937e-06
"52","CLPTM1L",3,7,"CLPTM1 like",121.501094253702,96.6448550225279,-0.270261265419251,0.0291876368838514
"53","CLUH",3,7,"clustered mitochondria homolog",94.2357041102781,59.3320378228375,-0.506980536960509,9.67284739828474e-06
"54","CMC1",6,7,"C-X9-C motif containing 1",90.3624307215827,55.0070321995387,-0.52649233589421,0.00748305281752173
"55","CNBP",3,7,"CCHC-type zinc finger nucleic acid binding protein",202.334105102001,136.88698203004,-0.430791015953815,0.000260261570113357
"56","COCH",6,7,"cochlin",3.31695610818665,1.79021371005976,-0.664963105979776,0.00156392211797526
"57","COL18A1",1,5,"collagen type XVIII alpha 1 chain",5.73241860369073,3.09317047936892,-0.596027574765406,0.0779062625741268
"58","COMMD8",6,7,"COMM domain containing 8",39.2280083957881,27.6637211928078,-0.389775603994479,0.00526273392924273
"59","COX5B",1,7,"cytochrome c oxidase subunit 5B",649.424373979677,367.194067652539,-0.572423902186537,0.0461672556346064
"60","CPNE7",3,7,"copine 7",10.8486475567531,7.61719605822718,-0.393327566604063,0.0183590597583251
"61","CPSF6",6,7,"cleavage and polyadenylation specific factor 6",30.6885548032929,24.7180737979013,-0.260760783018607,0.0388283741616234
"62","CRABP2",3,7,"cellular retinoic acid binding protein 2",6.98524581737481,3.10968967158391,-0.79770244185064,0.00808245879705046
"63","CWC27",1,7,"CWC27 spliceosome associated cyclophilin",28.8661915226299,18.7946321212765,-0.475311901674038,0.000422320105615336
"64","CXXC1",1,5,"CXXC finger protein 1",29.0241253062726,22.8146321623971,-0.277343768251796,0.0631947018265949
"65","DBF4",1,7,"DBF4 zinc finger",24.6674349425368,14.7654808091936,-0.558797642197519,9.66895532545589e-06
"66","DCUN1D5",3,7,"defective in cullin neddylation 1 domain containing 5",14.2566750163354,9.66615426585248,-0.424557173822792,0.00480651724670824
"67","DCXR",4,7,"dicarbonyl and L-xylulose reductase",79.8430174700378,34.0647435986532,-0.851675302398841,0.00238294827614
"68","DDX47",4,7,"DEAD-box helicase 47",81.1291939377042,66.7677464639227,-0.240465505379274,0.0715058020994347
"69","DEAF1",6,7,"DEAF1 transcription factor",20.9137887269397,10.7903083012953,-0.681442093553274,0.00331254209722304
"70","DGAT2",1,7,"diacylglycerol O-acyltransferase 2",8.01644543585568,5.84254597267495,-0.356407200702928,0.0865028905405603
"71","DHFR",6,7,"dihydrofolate reductase",84.4572736761671,45.9141172459161,-0.648585254734412,7.11847120827015e-09
"72","DHX37",1,7,"DEAH-box helicase 37",31.6488596165402,23.5709640415516,-0.33889020302528,0.00961175648828604
"73","DKC1",3,7,"dyskerin pseudouridine synthase 1",129.66345319238,88.3173892236152,-0.430028014673375,0.000215158353350944
"74","DKK1",6,7,"dickkopf WNT signaling pathway inhibitor 1",66.7680157239101,35.6786692547073,-0.670467211455554,5.00417990145613e-08
"75","DNAJC11",6,7,"DnaJ heat shock protein family (Hsp40) member C11",68.5987715082675,51.1428175141264,-0.337213825946173,0.00543671767844525
"76","DNAJC2",6,7,"DnaJ heat shock protein family (Hsp40) member C2",44.8159469340282,32.1831361490587,-0.376426593574028,0.00445339681371218
"77","DUS3L",6,7,"dihydrouridine synthase 3 like",66.0005390155335,31.0488654420307,-0.777574032676683,8.0839959523009e-05
"78","E2F2",3,7,"E2F transcription factor 2",7.72496109112135,4.06959133943067,-0.675062249297843,9.14761139424043e-07
"79","EARS2",6,7,"glutamyl-tRNA synthetase 2, mitochondrial",30.4165352745647,22.8899619992972,-0.327871682241876,0.0120760340619677
"80","EEF1G",4,7,"eukaryotic translation elongation factor 1 gamma",1974.97774533933,1314.48394374017,-0.424577208595068,0.0697871352756253
"81","EIF3D",4,7,"eukaryotic translation initiation factor 3 subunit D",313.003038447234,216.628510980619,-0.398239979223714,0.0272230014471747
"82","EIF4A3",4,5,"eukaryotic translation initiation factor 4A3",142.901989486533,101.342721372382,-0.379450019099728,0.0129152152337316
"83","EIF4B",6,5,"eukaryotic translation initiation factor 4B",242.865541855674,187.643786406201,-0.29638586693729,0.0201538513005978
"84","EIF5B",3,7,"eukaryotic translation initiation factor 5B",88.5772468837337,69.0890603337623,-0.282925737021696,0.0794119924845428
"85","ELAVL1",3,7,"ELAV like RNA binding protein 1",44.3695863547771,33.7823139835286,-0.317673361713082,0.00881479002759423
"86","ELFN2",1,7,"extracellular leucine rich repeat and fibronectin type III domain containing 2",0.888475067465244,0.541609351776543,-0.540815709557925,0.00872629305845196
"87","EME1",6,7,"essential meiotic structure-specific endonuclease 1",10.8740016963317,8.6973364731005,-0.274779948061123,0.0908813960499313
"88","EPB41L4A-AS1",4,5,"EPB41L4A antisense RNA 1",44.8401531365852,19.5547229398338,-0.863396477580412,3.17323666740263e-09
"89","EPM2A",6,7,"EPM2A glucan phosphatase, laforin",4.26656086744639,3.26292481941613,-0.310609383671797,0.0891597877644132
"90","ERRFI1",3,7,"ERBB receptor feedback inhibitor 1",29.8074688166895,22.3876460325069,-0.316346747318494,0.0273826942565552
"91","ETNK2",4,7,"ethanolamine kinase 2",3.30045187025622,1.30722236166514,-0.929490608675079,0.000211212293267669
"92","ETV1",4,7,"ETS variant transcription factor 1",6.24759139217538,2.16855078252959,-1.0198438189647,0.00385081173180635
"93","ETV7",1,7,"ETS variant transcription factor 7",1.37657064412032,0.598331782751686,-0.852452684800241,0.0264352768673355
"94","EXOC6",4,7,"exocyst complex component 6",9.58944522706292,7.37803471918044,-0.305549772416652,0.0417336736238252
"95","EXOSC5",6,7,"exosome component 5",51.9208170516268,21.0656780910627,-0.910494996153369,0.000180555866789005
"96","EYA1",1,7,"EYA transcriptional coactivator and phosphatase 1",2.69084249855771,1.7754007316952,-0.44503040193579,0.0156461597120088
"97","FAM107B",3,5,"family with sequence similarity 107 member B",16.4194181798952,7.15770774694512,-0.86464147555037,6.77375305471788e-11
"98","FAM120C",4,7,"family with sequence similarity 120C",4.43264381361153,3.37399942528156,-0.318400587921048,0.0769110120096858
"99","FAM222A-AS1",6,7,"FAM222A antisense RNA 1",1.41697729521179,0.463804142803969,-1.17282671843107,0.0533867955231579
"100","FASTKD3",6,7,"FAST kinase domains 3",15.9859926261286,10.4999166962687,-0.458654252284527,0.00567912789188327
"101","FEN1",1,7,"flap structure-specific endonuclease 1",108.32872324282,75.4595873948522,-0.393481850019039,0.0204708289070704
"102","FUT8",4,5,"fucosyltransferase 8",12.1597448210776,9.48271918723915,-0.287291295511153,0.0461672556346064
"103","GALK2",3,7,"galactokinase 2",13.4601813675862,10.440782337073,-0.299090308832929,0.0397892180604362
"104","GAS1",3,7,"growth arrest specific 1",2.02810771794791,1.16019549931071,-0.574434399718309,0.0103299034459025
"105","GHITM",4,7,"growth hormone inducible transmembrane protein",217.019052382125,180.904387094435,-0.227015881198856,0.0727957839351427
"106","GKAP1",4,7,"G kinase anchoring protein 1",3.18193269728864,1.62700688967496,-0.707777767285017,0.00203849937860599
"107","GLUD1",6,7,"glutamate dehydrogenase 1",95.9962714936713,74.6608655234929,-0.295309225580991,0.0153241273585625
"108","GMPR",4,7,"guanosine monophosphate reductase",1.16643849352174,0.601068607337716,-0.657790355183639,0.0985762576581534
"109","GPANK1",6,7,"G-patch domain and ankyrin repeats 1",9.75359764560413,6.54603671951313,-0.413250682547539,0.0918831972809629
"110","GPHN",4,7,"gephyrin",18.6780981584497,12.3214304916115,-0.457808367008412,0.00059351974224353
"111","GPN3",3,7,"GPN-loop GTPase 3",47.2440298832779,30.0957498096989,-0.494896612555232,0.000191791744569868
"112","GPSM2",1,7,"G protein signaling modulator 2",45.2889729268518,36.4331237543201,-0.257851895801152,0.0498401864566464
"113","GPT2",6,7,"glutamic--pyruvic transaminase 2",21.5811888114411,16.9225634374728,-0.28925883663917,0.0348204493600101
"114","GRTP1",1,7,"growth hormone regulated TBC protein 1",2.26554086880235,1.16749475226807,-0.70556970208004,0.0245693305088085
"115","GULP1",1,7,"GULP PTB domain containing engulfment adaptor 1",3.16421956831731,1.21572943901788,-0.950134130096001,0.000139937206363569
"116","HAS3",6,7,"hyaluronan synthase 3",3.39654475238984,1.65330680195942,-0.747208509425159,0.000304622217353981
"117","HAUS7",6,5,"HAUS augmin like complex subunit 7",25.4156936253892,14.0424106070184,-0.603791391265671,0.0550600106604
"118","HDAC5",4,7,"histone deacetylase 5",2.07205456961088,1.51915859675261,-0.357760077521536,0.0822575403000823
"119","HEATR1",1,7,"HEAT repeat containing 1",55.580144235661,44.6578205874873,-0.245764178739231,0.0958100810355267
"120","HIRIP3",6,7,"HIRA interacting protein 3",18.5413651948272,11.4051670066847,-0.528087836901102,0.000108313229395356
"121","HMGN1",3,7,"high mobility group nucleosome binding domain 1",490.18898515877,376.057377454675,-0.305470989608491,0.0133392382054875
"122","HOXA2",3,7,"homeobox A2",1.97656168625413,1.00865609735545,-0.716595661592663,0.0174312511350921
"123","HOXA9",6,7,"homeobox A9",11.4344734789682,7.70126305873243,-0.43892781310697,0.00363128733654899
"124","HSD17B4",1,7,"hydroxysteroid 17-beta dehydrogenase 4",70.536948287647,59.1908448852476,-0.2208961952019,0.0881034509091425
"125","HSD17B7",3,7,"hydroxysteroid 17-beta dehydrogenase 7",32.9515540526377,20.1020387866305,-0.529258658610304,0.000566186629590201
"126","HSPA8",4,7,"heat shock protein family A (Hsp70) member 8",2869.34217602153,1866.15104121474,-0.473064294875948,0.00270017284381105
"127","HYLS1",1,5,"HYLS1 centriolar and ciliogenesis associated",14.8096206232771,9.4696462227932,-0.46483837970481,0.0541941492119131
"128","IDH1",6,7,"isocitrate dehydrogenase (NADP(+)) 1",98.8039595088941,68.4176047697163,-0.411270157632319,0.000539652072465605
"129","IDH3A",4,7,"isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha",76.8461082449197,54.2042846694733,-0.39465037028233,0.00104018591566108
"130","IGSF8",3,7,"immunoglobulin superfamily member 8",31.7287844187094,23.1107750887747,-0.354146254620535,0.0120760340619677
"131","IMMT",4,7,"inner membrane mitochondrial protein",122.870260235755,99.701349084908,-0.251214061629082,0.0436909438419491
"132","IRX4",3,7,"iroquois homeobox 4",37.4156706405269,22.0146354751468,-0.557603514810076,0.00258150444729084
"133","ITGA4",4,5,"integrin subunit alpha 4",4.7332453521652,2.71859476573257,-0.547657147128392,0.0693002213963693
"134","IVD",6,7,"isovaleryl-CoA dehydrogenase",23.5716671677473,19.1467061610474,-0.253342611000932,0.0594356859350716
"135","KATNAL2",4,7,"katanin catalytic subunit A1 like 2",2.23473434175752,1.17838036870436,-0.738437520474021,0.0265254158430062
"136","KCNG1",4,7,"potassium voltage-gated channel modifier subfamily G member 1",4.65842887315205,3.31907506750362,-0.390628781086017,0.0554718938416683
"137","KCNN4",6,7,"potassium calcium-activated channel subfamily N member 4",37.5900477184702,12.6164637286432,-1.11991944592064,3.08042594574827e-10
"138","KHK",6,7,"ketohexokinase",9.83225097712204,4.38265419985762,-0.837307773440806,6.01579209335427e-07
"139","KIF2C",6,7,"kinesin family member 2C",86.3292754680817,60.3994042208144,-0.40011304733585,0.000753754953623619
"140","KIFC1",3,7,"kinesin family member C1",56.2637301584426,45.2127764770443,-0.265018047869201,0.0412251240418279
"141","KLRC3",6,5,"killer cell lectin like receptor C3",2.22212387905529,0.444557157642033,-1.59292443442571,0.00397242366282152
"142","LAP3",1,7,"leucine aminopeptidase 3",59.9709709222666,46.5818103046243,-0.295723562633366,0.0278212933803887
"143","LGALS7B",3,7,"galectin 7B",10.3484473966965,1.2000756090395,-2.16532355930191,0.00184194110296257
"144","LMNB1",3,7,"lamin B1",146.772491582435,60.959957048717,-0.924704613841852,2.21867843703031e-17
"145","LPIN1",3,7,"lipin 1",25.6257204611827,11.8439640041522,-0.776829060604857,0.000215284251693989
"146","LRAT",6,7,"lecithin retinol acyltransferase",1.19553358586772,0.317011413260783,-1.34289806163043,1.0862962448342e-08
"147","LRRC45",1,7,"leucine rich repeat containing 45",21.6571968496636,12.6966993163881,-0.54895077666878,0.0237104159024422
"148","LSM2",1,7,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",142.281236661211,65.2592064006219,-0.778498643480545,0.00524100714101329
"149","LSM4",1,7,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",178.934174440343,114.262772207226,-0.46438296257385,0.0533906365891005
"150","LSM5",4,5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",52.5807194849257,25.0580173416606,-0.752912112441874,0.00251438298118249
"151","LTA4H",1,7,"leukotriene A4 hydrolase",128.26549461212,84.0198451788321,-0.468789734161011,5.65217713589277e-05
"152","LY6K",6,7,"lymphocyte antigen 6 family member K",100.262911995207,40.919186324995,-0.905852971061827,0.000160693478599424
"153","MAML3",6,7,"mastermind like transcriptional coactivator 3",0.776106715787896,0.212921735229618,-1.36616526373339,0.000177606547442785
"154","MARC1",6,7,"mitochondrial amidoxime reducing component 1",15.3858775253804,8.36313661435871,-0.655670141100703,2.44392389813813e-06
"155","MAT2B",4,7,"methionine adenosyltransferase 2B",99.5037123431072,79.0936790418633,-0.275529417924782,0.0267214342179527
"156","MATR3",1,7,"matrin 3",163.883844161637,124.940427376182,-0.309353981574344,0.0140075680042164
"157","MCM4",3,7,"minichromosome maintenance complex component 4",115.68034988042,79.0877027642981,-0.418983939839984,0.000351667709781216
"158","MCMBP",3,7,"minichromosome maintenance complex binding protein",76.3429912255263,55.1802833364347,-0.366272316884869,0.00203391427123873
"159","MDH1",3,7,"malate dehydrogenase 1",215.570391119326,160.773228744666,-0.326904040222591,0.04805042618011
"160","MDH2",3,7,"malate dehydrogenase 2",489.272149106969,305.740746023264,-0.495649127890014,0.0121727160875365
"161","MED30",6,7,"mediator complex subunit 30",38.0026834284083,16.9419739194532,-0.844588906296409,7.44014822061259e-07
"162","METTL17",4,7,"methyltransferase like 17",62.5616754898162,40.4924742429479,-0.478512345716477,0.000171216988670938
"163","MID1IP1",3,7,"MID1 interacting protein 1",35.823532968648,25.6748934955661,-0.377713042841404,0.00573076176893418
"164","MIF4GD",3,7,"MIF4G domain containing",10.177913448619,6.82041953233022,-0.428744063679464,0.0341389762415643
"165","MMP28",4,7,"matrix metallopeptidase 28",7.28522247154171,5.17148722327518,-0.378533685258736,0.0448641761766614
"166","MOB3A",6,7,"MOB kinase activator 3A",30.9186024769509,22.3355750153659,-0.367106348971945,0.00512733534771198
"167","MON1A",1,7,"MON1 homolog A, secretory trafficking associated",23.6282060116491,16.9195570817566,-0.368467539060891,0.0476390620180979
"168","MPC1",6,7,"mitochondrial pyruvate carrier 1",55.2467870216142,36.2135160620634,-0.461243575017357,0.000652217378922295
"169","MRGBP",6,7,"MRG domain binding protein",48.5112062841802,28.9027487000321,-0.554024884130567,8.27846171124379e-05
"170","MRPL11",1,7,"mitochondrial ribosomal protein L11",78.3107853723652,33.6902260580416,-0.853803910820143,0.000370108429994156
"171","MRPL13",4,5,"mitochondrial ribosomal protein L13",167.923024981699,101.67134269568,-0.534472929602062,0.00121013119508484
"172","MRPS35",1,7,"mitochondrial ribosomal protein S35",84.6271844539178,63.0297238884723,-0.339649262267693,0.00676656980988789
"173","MRPS5",6,7,"mitochondrial ribosomal protein S5",90.3165879611434,53.1285996499588,-0.565520525958973,0.000196523634414965
"174","MST1R",3,7,"macrophage stimulating 1 receptor",23.7866792716621,18.2269317081285,-0.308443800331692,0.030332202845084
"175","NAA38",1,7,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",237.85560791542,140.807973645718,-0.526202908894402,0.0648835154895891
"176","NCOA7",3,7,"nuclear receptor coactivator 7",11.8802751044761,7.40941311711958,-0.501745737582733,0.000154335943430674
"177","NDC1",3,7,"NDC1 transmembrane nucleoporin",51.4449536795828,31.1992305186596,-0.537117488567321,3.29204641301435e-06
"178","NDUFAF4",1,7,"NADH:ubiquinone oxidoreductase complex assembly factor 4",22.4748146787617,10.8496133226388,-0.74360223905995,0.000887703590501181
"179","NDUFAF5",3,7,"NADH:ubiquinone oxidoreductase complex assembly factor 5",14.5520581546808,9.66939414810859,-0.435803760211117,0.030725447584173
"180","NDUFS4",4,5,"NADH:ubiquinone oxidoreductase subunit S4",183.216196880291,122.394942838967,-0.429640831461124,0.0374966330636696
"181","NELFA",3,7,"negative elongation factor complex member A",25.0693858477244,15.2990344917869,-0.539976458679601,7.48330495322836e-05
"182","NELFCD",4,7,"negative elongation factor complex member C/D",95.1579413607381,50.7545218455742,-0.672094875707924,6.06725257990536e-09
"183","NGEF",1,5,"neuronal guanine nucleotide exchange factor",2.44823535152306,0.586784198390659,-1.42386913621823,3.48079735263629e-07
"184","NMB",3,7,"neuromedin B",18.9388496228856,10.4002954358625,-0.608383651181097,0.0255610886853369
"185","NMNAT3",3,7,"nicotinamide nucleotide adenylyltransferase 3",1.21775515025178,0.357448174199505,-1.27471608186225,0.00338556013487244
"186","NOC2L",1,7,"NOC2 like nucleolar associated transcriptional repressor",161.758036587092,100.476382263137,-0.508295695926833,0.00185005974852654
"187","NOL11",6,7,"nucleolar protein 11",85.4652880790904,57.7016959638518,-0.438368019500268,0.000244217213745546
"188","NRG4",1,5,"neuregulin 4",11.7208379972131,5.47424252949644,-0.797368281004002,3.03545167661191e-05
"189","NT5C3B",6,7,"5'-nucleotidase, cytosolic IIIB",73.6625983320836,42.3422058249057,-0.574933444034281,0.00630036921073212
"190","NT5M",4,7,"5',3'-nucleotidase, mitochondrial",3.17163815535164,0.90556465722825,-1.21277191958138,0.000848424756437247
"191","NUDT19",3,7,"nudix hydrolase 19",27.3275952496132,21.8585085769238,-0.267005465742346,0.0543355096264283
"192","NUDT6",6,7,"nudix hydrolase 6",10.7156727257155,6.34274732935743,-0.559324576527366,0.0278109278027436
"193","NUP54",4,7,"nucleoporin 54",50.1872477005822,37.7866832339464,-0.330098539512391,0.0120231810839442
"194","OBSL1",4,7,"obscurin like cytoskeletal adaptor 1",24.01032880383,18.5356933179631,-0.297967712180615,0.0273115475395552
"195","OGDHL",4,7,"oxoglutarate dehydrogenase like",1.28983439416953,0.689379543968242,-0.699132330121859,0.00506252623688069
"196","PAK1IP1",1,5,"PAK1 interacting protein 1",68.8915488205979,39.7682907435313,-0.594904537997509,2.39173661615441e-06
"197","PCBP1",4,7,"poly(rC) binding protein 1",336.724602911093,241.058677125097,-0.378324354127073,0.0014821237360675
"198","PDCD2",4,7,"programmed cell death 2",79.7894027247977,55.1813263314089,-0.409893585967288,0.00139219192402508
"199","PDCD2L",6,7,"programmed cell death 2 like",31.0520798647818,15.7284245774113,-0.716711718271994,1.32429366799237e-05
"200","PDCD5",3,7,"programmed cell death 5",451.0632329691,315.082406445263,-0.382213090484289,0.0880534215838688
"201","PDCD7",3,7,"programmed cell death 7",19.5861172402734,14.1202979740207,-0.372416824824232,0.00721762902032723
"202","PDE7B",1,7,"phosphodiesterase 7B",0.529002878901408,0.244232171941573,-0.773570237505397,0.00979289333391884
"203","PDSS1",4,7,"decaprenyl diphosphate synthase subunit 1",30.681142729047,18.2422758520285,-0.563117298002046,4.40103686447044e-05
"204","PGAM5",4,7,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",77.6081610830062,46.0039925453518,-0.566156975379532,1.27897282095814e-06
"205","PHF19",3,7,"PHD finger protein 19",121.956581934155,80.0135531059744,-0.443191588168304,0.0382920204799366
"206","PI3",6,5,"peptidase inhibitor 3",24.9114809157036,4.72986484630917,-1.64999469147935,1.7132673884473e-08
"207","PIGW",3,7,"phosphatidylinositol glycan anchor biosynthesis class W",18.2726158212408,9.71747761127892,-0.67534389480785,5.82767634289427e-06
"208","PMPCA",6,5,"peptidase, mitochondrial processing alpha subunit",100.821486207027,76.4554350744974,-0.31193051751352,0.045892190592474
"209","POLD1",1,7,"DNA polymerase delta 1, catalytic subunit",53.5539362481324,34.6022248142413,-0.47189079159622,0.00122793521195738
"210","POLR1B",3,7,"RNA polymerase I subunit B",35.635460336374,24.8681937466333,-0.391289167674517,0.00142916915684962
"211","POLR3E",6,7,"RNA polymerase III subunit E",30.7896679704627,24.0436134880825,-0.293659410862257,0.0259221164646168
"212","POLR3H",4,7,"RNA polymerase III subunit H",33.7398717889778,26.1804317917141,-0.28856164311676,0.0658339375514979
"213","PPL",3,7,"periplakin",2.88457462183347,0.636859109341294,-1.56012968164477,1.92401710342485e-09
"214","PPM1J",3,7,"protein phosphatase, Mg2+/Mn2+ dependent 1J",1.1002498050665,0.434764029566298,-0.911558547348627,0.0264757746653213
"215","PPP1R14B",4,7,"protein phosphatase 1 regulatory inhibitor subunit 14B",435.412723669837,247.101907269313,-0.575049357026712,0.0266602898926913
"216","PPT2-EGFL8",6,5,"PPT2-EGFL8 readthrough (NMD candidate)",4.07450726725435,1.99133374746071,-0.709618960946863,0.0416758909466224
"217","PQBP1",6,7,"polyglutamine binding protein 1",111.872811863836,69.6352159446921,-0.483516226273198,0.0699817311598192
"218","PRKAG2-AS1",3,7,"PRKAG2 antisense RNA 1",2.18613722650786,0.836698973355501,-1.02754296916395,0.028789407668613
"219","PRMT1",6,7,"protein arginine methyltransferase 1",368.794917911943,158.92468060968,-0.872406177870615,8.04580453490243e-08
"220","PRR7",4,7,"proline rich 7, synaptic",24.9608603031973,9.64337545159019,-0.963034328919358,4.64932104416887e-05
