gene	order	color	sort1	group1
chr1;9598527;9600527;uc001apw.3;+;SLC25A33	7228	#00FF92FF	4	4
chr1;9710789;9712789;uc001aqb.4;+;PIK3CD	7229	#00FF92FF	4	4
chr1;9713644;9715644;uc001aqc.4;-;C1orf200	7230	#00FF92FF	4	4
chr1;9883550;9885550;uc001aqh.3;-;CLSTN1	7231	#00FF92FF	4	4
chr1;9969316;9971316;uc001aql.1;-;CTNNBIP1	7232	#00FF92FF	4	4
chr1;10001840;10003840;uc001aqm.3;-;LZIC	16929	#4900FFFF	6	6
chr1;10002485;10004485;uc001aqp.3;+;NMNAT1	4365	#49FF00FF	3	3
chr1;10056254;10058254;uc001aqq.3;+;RBP7	14360	#0092FFFF	5	5
chr1;10092040;10094040;uc001aqs.4;+;UBE4B	7233	#00FF92FF	4	4
chr1;10269763;10271763;uc001aqw.4;+;KIF1B	7234	#00FF92FF	4	4
chr1;10458084;10460084;uc001arc.3;+;PGD	19247	#FF00DBFF	7	7
chr1;10531613;10533613;uc001arj.3;-;DFFA	14361	#0092FFFF	5	5
chr1;10534002;10536002;uc001arn.3;+;PEX14	3	#FF0000FF	1	1
chr1;10855733;10857733;uc001aro.4;-;CASZ1	7235	#00FF92FF	4	4
chr1;11071678;11073678;uc001art.3;+;TARDBP	16930	#4900FFFF	6	6
chr1;11106296;11108296;uc001aru.3;-;MASP2	7236	#00FF92FF	4	4
chr1;11119091;11121091;uc001arz.1;-;SRM	7237	#00FF92FF	4	4
chr1;11158938;11160938;uc001asa.3;-;EXOSC10	4	#FF0000FF	1	1
chr1;11321608;11323608;uc001asd.3;-;MTOR	7238	#00FF92FF	4	4
chr1;11248345;11250345;uc001ase.4;+;ANGPTL7	14362	#0092FFFF	5	5
chr1;11332254;11334254;uc001asg.3;+;UBIAD1	7239	#00FF92FF	4	4
chr1;11538294;11540294;uc001ash.4;+;PTCHD2	7240	#00FF92FF	4	4
chr1;11713888;11715888;uc001asj.3;-;FBXO2	19248	#FF00DBFF	7	7
chr1;11713913;11715913;uc001asm.3;+;FBXO44	4366	#49FF00FF	3	3
chr1;11723149;11725149;uc001aso.3;+;FBXO6	7241	#00FF92FF	4	4
chr1;11750780;11752780;uc001asr.1;+;DRAXIN	7242	#00FF92FF	4	4
chr1;11795141;11797141;uc001asv.3;+;AGTRAP	5	#FF0000FF	1	1
chr1;11865160;11867160;uc001atc.2;-;MTHFR	6	#FF0000FF	1	1
chr1;11865152;11867152;uc001ate.5;+;CLCN6	4367	#49FF00FF	3	3
chr1;11906840;11908840;uc001ati.3;-;NPPA	7243	#00FF92FF	4	4
chr1;11917992;11919992;uc001atj.3;-;NPPB	7244	#00FF92FF	4	4
chr1;11985485;11987485;uc001atk.3;-;KIAA2013	7245	#00FF92FF	4	4
chr1;11993723;11995723;uc001atm.3;+;PLOD1	4368	#49FF00FF	3	3
chr1;12078298;12080298;uc001ato.2;+;MIIP	7	#FF0000FF	1	1
chr1;12122433;12124433;uc001atq.3;+;TNFRSF8	14363	#0092FFFF	5	5
chr1;12226059;12228059;uc001att.3;+;TNFRSF1B	2146	#FFDB00FF	2	2
chr1;12289112;12291112;uc001atv.3;+;VPS13D	7246	#00FF92FF	4	4
chr1;12566299;12568299;uc001atz.1;+;SNORA59B	2147	#FFDB00FF	2	2
chr1;12676820;12678820;uc001auc.3;-;DHRS3	4369	#49FF00FF	3	3
chr1;12703565;12705565;uc001auf.3;+;AADACL4	14364	#0092FFFF	5	5
chr1;12805162;12807162;uc001auh.3;+;C1orf158	14365	#0092FFFF	5	5
chr1;12833983;12835983;uc001aui.3;+;PRAMEF12	7247	#00FF92FF	4	4
chr1;12850545;12852545;uc001auj.2;+;PRAMEF1	2148	#FFDB00FF	2	2
chr1;12915940;12917940;uc001aum.1;+;PRAMEF2	7248	#00FF92FF	4	4
chr1;12975449;12977449;uc001aup.3;+;PRAMEF8	7249	#00FF92FF	4	4
chr1;13330692;13332692;uc001aut.1;-;PRAMEF3	7250	#00FF92FF	4	4
chr1;13389765;13391765;uc001auv.3;-;PRAMEF8	7251	#00FF92FF	4	4
chr1;13494253;13496253;uc001aux.3;+;PRAMEF16	7252	#00FF92FF	4	4
chr1;13610550;13612550;uc001auy.2;-;PRAMEF8	7253	#00FF92FF	4	4
chr1;13839242;13841242;uc001avb.3;-;LRRC38	7254	#00FF92FF	4	4
chr1;13909251;13911251;uc001avd.3;+;PDPN	2149	#FFDB00FF	2	2
chr1;14030349;14032349;uc001avi.3;+;PRDM2	7255	#00FF92FF	4	4
chr1;14924212;14926212;uc001avm.4;+;KAZN	7256	#00FF92FF	4	4
chr1;15479228;15481228;uc001avx.3;+;TMEM51	4370	#49FF00FF	3	3
chr1;15572767;15574767;uc001awb.2;+;FHAD1	16931	#4900FFFF	6	6
chr1;15735390;15737390;uc001awh.2;+;EFHD2	7257	#00FF92FF	4	4
chr1;15763937;15765937;uc001awi.1;+;CTRC	7258	#00FF92FF	4	4
chr1;15782222;15784222;uc001awk.3;+;CELA2A	16932	#4900FFFF	6	6
chr1;15801595;15803595;uc001awl.3;+;CELA2B	16933	#4900FFFF	6	6
chr1;15849940;15851940;uc001awn.4;-;CASP9	7259	#00FF92FF	4	4
chr1;15852351;15854351;uc001aws.3;+;DNAJC16	8	#FF0000FF	1	1
chr1;15910605;15912605;uc001awv.2;-;AGMAT	7260	#00FF92FF	4	4
chr1;15942952;15944952;uc001awx.2;+;DDI2	19249	#FF00DBFF	7	7
chr1;16061808;16063808;uc001axb.1;+;SLC25A34	7261	#00FF92FF	4	4
chr1;16067986;16069986;uc001axc.4;+;TMEM82	16934	#4900FFFF	6	6
chr1;16084254;16086254;uc001axe.1;+;FBLIM1	2150	#FFDB00FF	2	2
chr1;16173642;16175642;uc001axj.2;-;FLJ37453	7262	#00FF92FF	4	4
chr1;16173358;16175358;uc001axk.1;+;SPEN	7263	#00FF92FF	4	4
chr1;16301627;16303627;uc001axl.4;-;ZBTB17	14366	#0092FFFF	5	5
chr1;16329730;16331730;uc001axn.3;+;C1orf64	14367	#0092FFFF	5	5
chr1;16344285;16346285;uc001axo.2;-;HSPB7	16935	#4900FFFF	6	6
chr1;16347485;16349485;uc001axu.3;+;CLCNKA	16936	#4900FFFF	6	6
chr1;16399127;16401127;uc001axz.4;-;FAM131C	7264	#00FF92FF	4	4
chr1;16481582;16483582;uc001aya.2;-;EPHA2	2151	#FFDB00FF	2	2
chr1;16538104;16540104;uc001ayc.1;-;ARHGEF19	7265	#00FF92FF	4	4
chr1;16562659;16564659;uc001ayd.3;-;RSG1	9	#FF0000FF	1	1
chr1;16677948;16679948;uc001ayg.3;-;FBXO42	4371	#49FF00FF	3	3
chr1;16692524;16694524;uc001aym.5;+;SZRD1	19250	#FF00DBFF	7	7
chr1;16766166;16768166;uc001ayq.3;+;NECAP2	4372	#49FF00FF	3	3
chr1;16939100;16941100;uc001ayw.4;-;NBPF1	19251	#FF00DBFF	7	7
chr1;17045652;17047652;uc001azn.1;-;ESPNP	19252	#FF00DBFF	7	7
chr1;17247444;17249444;uc001azt.2;+;CROCC	2152	#FFDB00FF	2	2
chr1;17306173;17308173;uc001azw.3;-;MFAP2	7266	#00FF92FF	4	4
chr1;17337423;17339423;uc001baa.2;-;ATP13A2	4373	#49FF00FF	3	3
chr1;17379665;17381665;uc001bae.3;-;SDHB	19253	#FF00DBFF	7	7
chr1;17444948;17446948;uc001baf.3;-;PADI2	7267	#00FF92FF	4	4
chr1;17530620;17532620;uc001bah.1;+;PADI1	2153	#FFDB00FF	2	2
chr1;17574592;17576592;uc001bai.3;+;PADI3	2154	#FFDB00FF	2	2
chr1;17633689;17635689;uc001baj.2;+;PADI4	7268	#00FF92FF	4	4
chr1;17697740;17699740;uc001bak.1;+;PADI6	7269	#00FF92FF	4	4
chr1;17764059;17766059;uc001bal.3;-;RCC2	2155	#FFDB00FF	2	2
chr1;17865329;17867329;uc001ban.3;+;ARHGEF10L	19254	#FF00DBFF	7	7
chr1;18080807;18082807;uc001bat.3;+;ACTL8	7270	#00FF92FF	4	4
chr1;18433239;18435239;uc001bau.2;+;IGSF21	7271	#00FF92FF	4	4
chr1;18806423;18808423;uc001bax.3;+;KLHDC7A	4374	#49FF00FF	3	3
chr1;18956499;18958499;uc001bay.3;+;PAX7	7272	#00FF92FF	4	4
chr1;19185155;19187155;uc001bba.1;-;TAS1R2	16937	#4900FFFF	6	6
chr1;19281826;19283826;uc001bbd.2;-;IFFO2	7273	#00FF92FF	4	4
chr1;19535746;19537746;uc001bbi.3;-;UBR4	10	#FF0000FF	1	1
chr1;19577053;19579053;uc001bbo.4;-;EMC1	11	#FF0000FF	1	1
chr1;19577074;19579074;uc001bbs.3;+;MRTO4	4375	#49FF00FF	3	3
chr1;19614280;19616280;uc001bbv.1;-;AKR7A3	2156	#FFDB00FF	2	2
chr1;19637640;19639640;uc001bbw.3;-;AKR7A2	19255	#FF00DBFF	7	7
chr1;19637739;19639739;uc001bby.3;+;PQLC2	4376	#49FF00FF	3	3
chr1;19968722;19970722;uc001bcj.2;+;NBL1	2157	#FFDB00FF	2	2
chr1;19990779;19992779;uc001bcl.3;+;HTR6	7274	#00FF92FF	4	4
chr1;20125410;20127410;uc001bcn.3;-;TMCO4	7275	#00FF92FF	4	4
chr1;20140771;20142771;uc001bcr.3;-;RNF186	19256	#FF00DBFF	7	7
chr1;20207887;20209887;uc001bcs.4;+;OTUD3	19257	#FF00DBFF	7	7
chr1;20249110;20251110;uc001bct.1;-;PLA2G2E	16938	#4900FFFF	6	6
chr1;20395700;20397700;uc001bcy.3;+;PLA2G5	14368	#0092FFFF	5	5
chr1;20445059;20447059;uc001bcz.4;-;PLA2G2D	16939	#4900FFFF	6	6
chr1;20511577;20513577;uc001bdb.3;+;UBXN10	7276	#00FF92FF	4	4
chr1;20754287;20756287;uc001bdf.2;-;LOC339505	4377	#49FF00FF	3	3
chr1;20811728;20813728;uc001bdh.3;-;CAMK2N1	4378	#49FF00FF	3	3
chr1;20833674;20835674;uc001bdi.4;-;MUL1	19258	#FF00DBFF	7	7
chr1;20877931;20879931;uc001bdj.3;+;FAM43B	7277	#00FF92FF	4	4
chr1;20914443;20916443;uc001bdk.3;+;CDA	14369	#0092FFFF	5	5
chr1;20958947;20960947;uc001bdm.3;+;PINK1	7278	#00FF92FF	4	4
chr1;20987037;20989037;uc001bdo.1;-;DDOST	4379	#49FF00FF	3	3
chr1;21043317;21045317;uc001bdr.4;-;KIF17	7279	#00FF92FF	4	4
chr1;21112181;21114181;uc001bdw.1;-;HP1BP3	7280	#00FF92FF	4	4
chr1;21502381;21504381;uc001bef.3;-;EIF4G3	4380	#49FF00FF	3	3
chr1;21618782;21620782;uc001beo.2;+;LOC100506801	16940	#4900FFFF	6	6
chr1;21765582;21767582;uc001ber.4;+;NBPF3	19259	#FF00DBFF	7	7
chr1;21834857;21836857;uc001bet.3;+;ALPL	16941	#4900FFFF	6	6
chr1;22108688;22110688;uc001bfb.3;-;USP48	12	#FF0000FF	1	1
chr1;22137757;22139757;uc001bfg.1;+;LDLRAD2	7281	#00FF92FF	4	4
chr1;22262750;22264750;uc001bfj.3;-;HSPG2	7282	#00FF92FF	4	4
chr1;22302417;22304417;uc001bfk.3;+;CELA3B	14370	#0092FFFF	5	5
chr1;22350706;22352706;uc001bfm.4;+;LINC00339	7283	#00FF92FF	4	4
chr1;22378119;22380119;uc001bfr.3;+;CDC42	7284	#00FF92FF	4	4
chr1;22468519;22470519;uc001bfs.4;-;WNT4	7285	#00FF92FF	4	4
chr1;22777343;22779343;uc001bfu.2;+;ZBTB40	13	#FF0000FF	1	1
chr1;22889003;22891003;uc001bfx.1;+;EPHA8	7286	#00FF92FF	4	4
chr1;22962117;22964117;uc001bfy.3;+;C1QA	16942	#4900FFFF	6	6
chr1;22969117;22971117;uc001bga.4;+;C1QC	7287	#00FF92FF	4	4
chr1;22978681;22980681;uc001bgd.3;+;C1QB	16943	#4900FFFF	6	6
chr1;23036330;23038330;uc001bge.3;+;EPHB2	7288	#00FF92FF	4	4
chr1;23344940;23346940;uc001bgj.2;+;KDM1A	7289	#00FF92FF	4	4
chr1;23520222;23522222;uc001bgn.3;-;HTR1D	4381	#49FF00FF	3	3
chr1;23669853;23671853;uc001bgp.4;-;HNRNPR	4382	#49FF00FF	3	3
chr1;23693879;23695879;uc001bgt.3;-;ZNF436	14	#FF0000FF	1	1
chr1;23694463;23696463;uc001bgw.3;+;C1orf213	4383	#49FF00FF	3	3
chr1;23809750;23811750;uc001bha.2;-;ASAP3	4384	#49FF00FF	3	3
chr1;23856712;23858712;uc001bhe.2;-;E2F2	7290	#00FF92FF	4	4
chr1;23885285;23887285;uc001bhh.4;-;ID3	7291	#00FF92FF	4	4
chr1;24017268;24019268;uc001bhk.3;+;RPL11	7292	#00FF92FF	4	4
chr1;24068855;24070855;uc001bho.3;+;TCEB3	4385	#49FF00FF	3	3
chr1;24103787;24105787;uc001bhp.2;-;LOC100506963	7293	#00FF92FF	4	4
chr1;24103875;24105875;uc001bhq.3;+;PITHD1	15	#FF0000FF	1	1
chr1;24116645;24118645;uc001bht.3;+;LYPLA2	4386	#49FF00FF	3	3
chr1;24150949;24152949;uc001bib.3;-;HMGCL	19260	#FF00DBFF	7	7
chr1;24193859;24195859;uc001bie.3;-;FUCA1	19261	#FF00DBFF	7	7
chr1;24238817;24240817;uc001bif.3;-;CNR2	7294	#00FF92FF	4	4
chr1;24285300;24287300;uc001big.3;+;PNRC2	16	#FF0000FF	1	1
chr1;24437665;24439665;uc001bin.4;-;MYOM3	4387	#49FF00FF	3	3
chr1;24468775;24470775;uc001biq.2;-;IL22RA1	17	#FF0000FF	1	1
chr1;24512765;24514765;uc001bis.3;-;IFNLR1	4388	#49FF00FF	3	3
chr1;24739262;24741262;uc001bjc.3;-;STPG1	18	#FF0000FF	1	1
chr1;24741244;24743244;uc001bjh.3;+;NIPAL3	19	#FF0000FF	1	1
chr1;24828386;24830386;uc001bjj.3;+;RCAN3	4389	#49FF00FF	3	3
chr1;24881566;24883566;uc001bjk.2;+;NCMAP	7295	#00FF92FF	4	4
chr1;24968593;24970593;uc001bjm.3;+;SRRM1	4390	#49FF00FF	3	3
chr1;25070759;25072759;uc001bjo.2;+;CLIC4	4391	#49FF00FF	3	3
chr1;25255770;25257770;uc001bjq.3;-;RUNX3	7296	#00FF92FF	4	4
chr1;25558013;25560013;uc001bjt.1;-;SYF2	19262	#FF00DBFF	7	7
chr1;25572985;25574985;uc001bjw.3;-;C1orf63	7297	#00FF92FF	4	4
chr1;25597980;25599980;uc001bjz.3;+;RHD	7298	#00FF92FF	4	4
chr1;25663788;25665788;uc001bke.3;+;TMEM50A	20	#FF0000FF	1	1
chr1;25746363;25748363;uc001bkf.3;-;RHCE	2158	#FFDB00FF	2	2
chr1;25756387;25758387;uc001bkk.3;+;TMEM57	14371	#0092FFFF	5	5
chr1;25869075;25871075;uc001bkl.4;+;LDLRAP1	4392	#49FF00FF	3	3
chr1;25942958;25944958;uc001bkm.2;+;MAN1C1	7299	#00FF92FF	4	4
chr1;26145396;26147396;uc001bkq.4;+;MTFR1L	7300	#00FF92FF	4	4
chr1;26184848;26186848;uc001bkw.1;-;AUNIP	19263	#FF00DBFF	7	7
chr1;26196744;26198744;uc001bkx.3;-;PAQR7	4393	#49FF00FF	3	3
chr1;26323648;26325648;uc001bld.4;-;PAFAH2	7301	#00FF92FF	4	4
chr1;26347270;26349270;uc001blf.3;+;EXTL1	2159	#FFDB00FF	2	2
chr1;26371604;26373604;uc001blg.1;-;SLC30A2	7302	#00FF92FF	4	4
chr1;26393125;26395125;uc001bli.2;-;TRIM63	2160	#FFDB00FF	2	2
chr1;26484510;26486510;uc001blk.3;+;FAM110D	16944	#4900FFFF	6	6
chr1;26495387;26497387;uc001bll.4;+;ZNF593	21	#FF0000FF	1	1
chr1;26502980;26504980;uc001blm.4;+;CNKSR1	19264	#FF00DBFF	7	7
chr1;26559692;26561692;uc001bls.1;+;CEP85	22	#FF0000FF	1	1
chr1;26605212;26607212;uc001blu.3;+;SH3BGRL3	7303	#00FF92FF	4	4
chr1;26632195;26634195;uc001blw.3;-;UBXN11	7304	#00FF92FF	4	4
chr1;26643410;26645410;uc001bmc.3;+;CD52	2161	#FFDB00FF	2	2
chr1;26679621;26681621;uc001bmd.4;-;AIM1L	19265	#FF00DBFF	7	7
chr1;26736268;26738268;uc001bmj.3;+;LIN28A	23	#FF0000FF	1	1
chr1;26757772;26759772;uc001bmk.3;+;DHDDS	24	#FF0000FF	1	1
chr1;26797901;26799901;uc001bmp.4;+;HMGN2	4394	#49FF00FF	3	3
chr1;26871342;26873342;uc001bms.1;+;RPS6KA1	16945	#4900FFFF	6	6
chr1;27021521;27023521;uc001bmv.1;+;ARID1A	7305	#00FF92FF	4	4
chr1;27113453;27115453;uc001bmz.3;+;PIGV	25	#FF0000FF	1	1
chr1;27152200;27154200;uc001bnb.3;+;ZDHHC18	4395	#49FF00FF	3	3
chr1;27188632;27190632;uc001bnc.1;+;SFN	7306	#00FF92FF	4	4
chr1;27215869;27217869;uc001bnd.1;-;GPN2	7307	#00FF92FF	4	4
chr1;27225962;27227962;uc001bne.3;-;GPATCH3	7308	#00FF92FF	4	4
chr1;27239567;27241567;uc001bnf.3;-;NR0B2	14372	#0092FFFF	5	5
chr1;27247212;27249212;uc001bng.2;+;NUDC	7309	#00FF92FF	4	4
chr1;27285901;27287901;uc001bni.2;-;C1orf172	4396	#49FF00FF	3	3
chr1;27319194;27321194;uc001bnj.4;+;TRNP1	4397	#49FF00FF	3	3
chr1;27480621;27482621;uc001bnm.4;-;SLC9A1	26	#FF0000FF	1	1
chr1;27647635;27649635;uc001bnr.4;+;TMEM222	7310	#00FF92FF	4	4
chr1;27667482;27669482;uc001bnw.2;+;SYTL1	7311	#00FF92FF	4	4
chr1;27692337;27694337;uc001bny.1;-;MAP3K6	19266	#FF00DBFF	7	7
chr1;27700315;27702315;uc001boa.3;-;FCN3	7312	#00FF92FF	4	4
chr1;27708805;27710805;uc001boc.3;-;CD164L2	14373	#0092FFFF	5	5
chr1;27718147;27720147;uc001bod.4;+;GPR3	4398	#49FF00FF	3	3
chr1;27815678;27817678;uc001bof.2;-;WASF2	7313	#00FF92FF	4	4
chr1;27960727;27962727;uc001bom.3;-;FGR	2162	#FFDB00FF	2	2
chr1;27997724;27999724;uc001bon.1;-;IFI6	7314	#00FF92FF	4	4
chr1;28051489;28053489;uc001bor.3;+;FAM76A	27	#FF0000FF	1	1
chr1;28098693;28100693;uc001bou.4;+;STX12	4399	#49FF00FF	3	3
