"","extGene","wt.group","shZ.group","GENENAME","WT","shZ","b","qval"
"24","ENSA",1,6,"endosulfine alpha",305.730534339045,276.215931028815,-0.098351359953312,0.0566387108775603
"25","ERLIN2",1,6,"ER lipid raft associated 2",26.783690108702,23.3650946333179,-0.133610905922816,0.022210097788189
"26","ERMP1",4,6,"endoplasmic reticulum metallopeptidase 1",25.4728084554677,21.6516523376368,-0.158597964450168,0.00155636762502386
"27","F5",4,6,"coagulation factor V",0.529403687276385,0.2630086943751,-0.660282693150566,0.0111580463516315
"28","FAF1",4,6,"Fas associated factor 1",44.9262946908385,37.7829571953271,-0.171965773700748,0.00507259042119421
"29","FAM20B",7,6,"FAM20B glycosaminoglycan xylosylkinase",46.90726484673,42.5143911886915,-0.095901722302283,0.037368826682565
"30","FECH",6,6,"ferrochelatase",14.540341528643,12.7128624212471,-0.133505798482391,0.0511833814815993
"31","FKBP5",6,6,"FKBP prolyl isomerase 5",372.767581756818,292.507484104712,-0.23959839308165,1.36266913123415e-06
"32","FOXO3",7,6,"forkhead box O3",21.5102708045403,18.8488660812111,-0.129775709894711,0.0255215422820814
"33","FREM2",6,6,"FRAS1 related extracellular matrix 2",0.92786782519148,0.486648604699438,-0.642688817622672,0.000285540112441045
"34","FUCA1",4,6,"alpha-L-fucosidase 1",15.0703636495759,9.03774276275175,-0.50224469509093,2.20282366095263e-06
"35","GATA3",4,6,"GATA binding protein 3",10.6568537132064,8.28520882323183,-0.249984017464084,0.00109166328289157
"36","GLB1L",6,6,"galactosidase beta 1 like",2.85594082580196,1.91663459280919,-0.393880603726641,0.0219965061638
"37","GNPAT",4,6,"glyceronephosphate O-acyltransferase",94.3510155327397,80.2885001046923,-0.159777972763367,0.000340871649930283
"38","GTF3C5",1,6,"general transcription factor IIIC subunit 5",51.1357463146471,46.4322965972476,-0.0947873304849501,0.086145879938921
"39","HID1",7,6,"HID1 domain containing",0.679291986130072,0.1819675305984,-1.25364335510436,0.00559385710496131
"40","HIGD2A",7,6,"HIG1 hypoxia inducible domain family member 2A",356.303821284376,301.203050428196,-0.163404140707219,0.053261013856559
"41","HMBS",4,6,"hydroxymethylbilane synthase",50.4255642500586,40.9686963285938,-0.205727138651557,0.000327352830866587
"42","HSPD1",6,6,"heat shock protein family D (Hsp60) member 1",974.714090583071,861.973346448404,-0.121205741289529,0.0122152391596777
"43","HYAL1",6,6,"hyaluronidase 1",1.46521321028972,0.733200975298256,-0.674003195417095,0.00646545826627427
"44","ID2",1,6,"inhibitor of DNA binding 2",3.24805172031724,2.20781100056043,-0.391851034254424,0.0628030321319321
"45","IL17RC",1,6,"interleukin 17 receptor C",15.997264136033,12.4195402313777,-0.252806362327857,0.0357437444003548
"46","KCNT2",7,6,"potassium sodium-activated channel subfamily T member 2",0.464494680200848,0.0860166188310664,-1.7100663078212,0.00633105153629029
"47","KHDRBS3",7,6,"KH RNA binding domain containing, signal transduction associated 3",4.82836355122119,3.56058399057374,-0.305356006247884,0.0289354035629636
"48","KIAA1217",4,6,"KIAA1217",35.8405152225387,26.6045442004053,-0.285200630182166,0.0225942188340134
"49","KLHDC10",4,6,"kelch domain containing 10",16.408351011079,12.8168103823724,-0.244529954582685,1.09872103031961e-06
"50","KLLN",1,6,"killin, p53 regulated DNA replication inhibitor",0.660546834567241,0.315742683919227,-0.748807896268278,0.00477922464751058
"51","LIAS",7,6,"lipoic acid synthetase",18.2052680661041,13.590170773639,-0.288375424812181,0.00101587187844086
"52","LOC100128593",6,6,"uncharacterized LOC100128593",0.315450324794179,0.12504595455376,-1.03324980005352,0.0970406840561638
"53","LONP2",4,6,"lon peptidase 2, peroxisomal",43.0847037080936,39.2036475633883,-0.0911034308447556,0.082326234295706
"54","LRG1",4,6,"leucine rich alpha-2-glycoprotein 1",2.54495260275054,1.35286778147472,-0.606202163924856,0.00187979562968525
"55","LZTFL1",1,6,"leucine zipper transcription factor like 1",8.33395526239619,6.66247396156487,-0.223160421147577,0.00536542929047438
"56","MAFB",7,6,"MAF bZIP transcription factor B",5.17886183778009,3.17816435733965,-0.485464212525419,2.1769871263436e-06
"57","MAP4K2",6,6,"mitogen-activated protein kinase kinase kinase kinase 2",7.86105292745465,6.55824296736693,-0.178984209852958,0.0655283980642714
"58","METTL6",6,6,"methyltransferase like 6",15.475715665867,12.3933252725801,-0.219957871333083,0.0129222293094629
"59","MPP1",4,6,"membrane palmitoylated protein 1",20.9825821173814,14.9176395301824,-0.338043273404515,2.16851572337463e-06
"60","MRPL11",1,6,"mitochondrial ribosomal protein L11",63.6611803748015,53.3555187523837,-0.175607388867738,0.0010325252298787
"61","MRPL28",7,6,"mitochondrial ribosomal protein L28",132.530001387653,119.117604200848,-0.105406022697479,0.0402059078144387
"62","NEDD4L",1,6,"NEDD4 like E3 ubiquitin protein ligase",38.2177590288332,26.7674832106909,-0.350515685254575,3.78224899589049e-05
"63","NFATC4",6,6,"nuclear factor of activated T cells 4",0.510532762638255,0.197578776188116,-0.874450859721212,0.0467651588870186
"64","NOL9",1,6,"nucleolar protein 9",7.48930311774078,6.60064685139738,-0.125604932609102,0.0770529731695217
"65","NPR2",1,6,"natriuretic peptide receptor 2",2.05681907987222,1.24131619916577,-0.494294059266946,0.00270940847088912
"66","NTPCR",4,6,"nucleoside-triphosphatase, cancer-related",145.918769068801,98.5644862926533,-0.389143099117568,1.89747168228936e-11
"67","NUDT6",4,6,"nudix hydrolase 6",14.8850690392301,9.4514669984253,-0.45857790282368,3.65498461546787e-05
"68","NUP210",7,6,"nucleoporin 210",31.104755309332,19.0548561646032,-0.48443796554816,1.71927006026612e-13
"69","OBSL1",6,6,"obscurin like cytoskeletal adaptor 1",29.2925623239937,25.1205190679025,-0.152035344814405,0.00593182907295822
"70","ORC3",1,6,"origin recognition complex subunit 3",31.5589530301673,25.1109320470392,-0.227556817448599,0.000274110789480054
"71","OSBPL6",7,6,"oxysterol binding protein like 6",10.3313413075899,8.46392216216363,-0.195618635569806,0.0200363673741595
"72","OSCP1",6,6,"organic solute carrier partner 1",6.84858821339049,4.53973102992783,-0.40592696657042,0.0180399377557195
"73","PCYOX1L",1,6,"prenylcysteine oxidase 1 like",16.6707337941386,11.1761881740032,-0.393516563801828,8.5467250287092e-08
"74","PEX5",6,6,"peroxisomal biogenesis factor 5",32.275097213656,25.3213885007474,-0.237624064361885,0.000215674451838264
"75","PGPEP1",6,6,"pyroglutamyl-peptidase I",2.7741475868629,1.44566176827273,-0.627489497207249,0.000215626390827854
"76","PHGDH",1,6,"phosphoglycerate dehydrogenase",203.864683420259,55.5318529556111,-1.28647205940733,1.40550498096054e-24
"77","PICK1",4,6,"protein interacting with PRKCA 1",23.1177486226379,17.7699194175296,-0.257907598522497,0.000171132861612355
"78","PLEKHH2",6,6,"pleckstrin homology, MyTH4 and FERM domain containing H2",1.28886465081325,0.778792376756694,-0.494485832864862,0.00391053844786372
"79","PLSCR4",1,6,"phospholipid scramblase 4",4.47871498709909,3.64028954797139,-0.201851464606451,0.086521541833396
"80","POGZ",4,6,"pogo transposable element derived with ZNF domain",25.1090664664874,22.9502332097045,-0.087622336164062,0.0902801684376417
"81","POLR2M",4,6,"RNA polymerase II subunit M",29.3505067449801,26.0398953872244,-0.116153790182069,0.0933903003919403
"82","PPP1CC",1,6,"protein phosphatase 1 catalytic subunit gamma",206.364585623358,175.862978860464,-0.157577131998195,0.00166293723188951
"83","PPT2-EGFL8",7,6,"PPT2-EGFL8 readthrough (NMD candidate)",5.77036988186774,3.17357324298505,-0.598741958021527,0.0161178094562051
"84","PTCD2",1,6,"pentatricopeptide repeat domain 2",12.8829972993968,9.50348583797572,-0.304092824113097,0.000693146115219336
"85","PTGR2",4,6,"prostaglandin reductase 2",8.44937257136655,5.50045135576754,-0.426585392609923,5.4166263403218e-06
"86","RARS2",7,6,"arginyl-tRNA synthetase 2, mitochondrial",40.6483380465378,33.833725930122,-0.181840634081431,0.00202601121957345
"87","RNF20",6,6,"ring finger protein 20",27.8163874290351,21.1706359489345,-0.270518750848062,3.87426093589809e-08
"88","RNF6",1,6,"ring finger protein 6",42.3338285797266,38.0549058629415,-0.10336152164126,0.0702261868315772
"89","RWDD2A",6,6,"RWD domain containing 2A",5.35163061623811,2.95374103090106,-0.59182093265144,0.000251497036288251
"90","RWDD2B",4,6,"RWD domain containing 2B",31.0382753390705,26.3712622279207,-0.160602186939379,0.0230953470944288
"91","SAMD12",4,6,"sterile alpha motif domain containing 12",3.88771737715764,1.75884345706194,-0.783423493185442,9.59622662269126e-19
"92","SEL1L3",7,6,"SEL1L family member 3",28.3966168607447,17.9775257543162,-0.445536075265085,0.000417953433662632
"93","SEMA3F",1,6,"semaphorin 3F",34.6714773157334,26.4172864967631,-0.2667861313354,1.01693720566733e-05
"94","SERPINA5",6,6,"serpin family A member 5",4.39173248358688,1.69716484341889,-0.888124960444497,0.00101587187844086
"95","SH3BGRL2",6,6,"SH3 domain binding glutamate rich protein like 2",5.01308924076641,3.50561226067297,-0.355881107046274,6.99694387128901e-05
"96","SH3YL1",6,6,"SH3 and SYLF domain containing 1",35.6036882223455,31.2814586102085,-0.126631484868721,0.0804509568141575
"97","SLC25A1",7,6,"solute carrier family 25 member 1",186.133931976064,163.693000791847,-0.126527992566552,0.00501004055161493
"98","SLC25A12",1,6,"solute carrier family 25 member 12",21.5118909976832,16.8025601626322,-0.245103490810215,0.0013035987597538
"99","SLC27A2",6,6,"solute carrier family 27 member 2",11.0723032061653,5.78207626246862,-0.642207834525481,5.43268742712235e-05
"100","SLC44A2",6,6,"solute carrier family 44 member 2",9.66140036088022,6.13786319720757,-0.4337085852576,0.011255054942242
"101","SMPDL3B",4,6,"sphingomyelin phosphodiesterase acid like 3B",19.391628570091,12.1306882839559,-0.450189302133104,0.0201868995930277
"102","SNHG6",6,6,"small nucleolar RNA host gene 6",383.909303468493,336.690097650502,-0.129376273050472,0.0609719813600619
"103","SNRPE",4,6,"small nuclear ribonucleoprotein polypeptide E",220.484157291544,193.718711648998,-0.127420325231282,0.00437581407484556
"104","SORT1",7,6,"sortilin 1",19.8402088447718,15.1714198652364,-0.261878720902606,0.0184200457536711
"105","SSB",4,6,"small RNA binding exonuclease protection factor La",223.845198325171,199.669421551503,-0.112939923178978,0.0113578518132363
"106","STK16",4,6,"serine/threonine kinase 16",16.9927232840377,12.4476084366014,-0.307487090867505,9.50495451840795e-05
"107","SUPT7L",7,6,"SPT7 like, STAGA complex gamma subunit",17.0878866271386,15.2410762850041,-0.112100243277253,0.0770288022007834
"108","TBC1D8",7,6,"TBC1 domain family member 8",32.8680793570626,26.4699440586024,-0.213001036153313,0.0216192749602723
"109","TBCA",4,6,"tubulin folding cofactor A",445.662632352763,401.017945946747,-0.103819886013097,0.0393363787593596
"110","THOC3",1,6,"THO complex 3",158.400854431998,142.601042809112,-0.103590302908191,0.039888334393066
"111","TMEM144",4,6,"transmembrane protein 144",5.57086436482847,4.27578766653791,-0.257349956223688,0.0149675906475627
"112","TNNI2",7,6,"troponin I2, fast skeletal type",180.499267070627,141.052460631285,-0.24900663497327,0.00312635288649507
"113","TNS1",4,6,"tensin 1",5.07847116594896,3.37557952673651,-0.387718487220702,0.0647629809360226
"114","TOLLIP-AS1",1,6,"TOLLIP antisense RNA 1 (head to head)",1.63542752643872,0.695821705743188,-0.805007779702191,0.0396135918913614
"115","TOX2",1,6,"TOX high mobility group box family member 2",2.39257450316976,1.18132689721152,-0.698702871005948,0.000184945671530763
"116","TRPS1",7,6,"transcriptional repressor GATA binding 1",7.96155089778919,7.08562436320514,-0.113208941170514,0.0647629809360226
"117","TTK",6,6,"TTK protein kinase",54.0048210289222,42.9453971751267,-0.225174704960984,0.000822577405325642
"118","UNC80",7,6,"unc-80 homolog, NALCN channel complex subunit",2.03866577291231,1.50520918005958,-0.297485437826708,0.0460735860745508
"119","USP11",4,6,"ubiquitin specific peptidase 11",16.5866373015919,13.9765787012225,-0.16715477398221,0.00935775424486126
"120","VHL",1,6,"von Hippel-Lindau tumor suppressor",19.9896779598743,16.5689314887886,-0.186041341308224,0.000736627261653769
"121","XPO7",6,6,"exportin 7",64.9233579017503,55.8107597422074,-0.149780660149967,0.000741401124805524
"122","YIPF4",1,6,"Yip1 domain family member 4",38.5316924841294,33.0101200237552,-0.152389798508925,0.0121363258810062
"123","ZFP90",4,6,"ZFP90 zinc finger protein",13.1775261862602,9.26708138298903,-0.350765285054683,1.92813546683049e-06
"124","ZNF280D",7,6,"zinc finger protein 280D",13.7737299776535,11.9341944877666,-0.141052330737843,0.0606208762169543
"125","ZNF322",1,6,"zinc finger protein 322",9.83786238381531,8.0582246861044,-0.197175523147489,0.0076106722932709
"126","ZNF768",7,6,"zinc finger protein 768",23.1888234959521,19.4641389542315,-0.171195162480912,0.0817675475077548
