gene	order	color	sort1	group1
chr1;19968722;19970722;uc001bcj.2;+;NBL1	9871	#0092FFFF	5	5
chr1;19990779;19992779;uc001bcl.3;+;HTR6	2269	#FFDB00FF	2	2
chr1;20125410;20127410;uc001bcn.3;-;TMCO4	4808	#49FF00FF	3	3
chr1;20140771;20142771;uc001bcr.3;-;RNF186	12274	#4900FFFF	6	6
chr1;20207887;20209887;uc001bcs.4;+;OTUD3	19133	#FF00DBFF	7	7
chr1;20249110;20251110;uc001bct.1;-;PLA2G2E	16	#FF0000FF	1	1
chr1;20395700;20397700;uc001bcy.3;+;PLA2G5	12275	#4900FFFF	6	6
chr1;20445059;20447059;uc001bcz.4;-;PLA2G2D	2270	#FFDB00FF	2	2
chr1;20511577;20513577;uc001bdb.3;+;UBXN10	12276	#4900FFFF	6	6
chr1;20754287;20756287;uc001bdf.2;-;LOC339505	12277	#4900FFFF	6	6
chr1;20811728;20813728;uc001bdh.3;-;CAMK2N1	12278	#4900FFFF	6	6
chr1;20833674;20835674;uc001bdi.4;-;MUL1	9872	#0092FFFF	5	5
chr1;20877931;20879931;uc001bdj.3;+;FAM43B	9873	#0092FFFF	5	5
chr1;20914443;20916443;uc001bdk.3;+;CDA	9874	#0092FFFF	5	5
chr1;20958947;20960947;uc001bdm.3;+;PINK1	12279	#4900FFFF	6	6
chr1;20987037;20989037;uc001bdo.1;-;DDOST	7470	#00FF92FF	4	4
chr1;21043317;21045317;uc001bdr.4;-;KIF17	12280	#4900FFFF	6	6
chr1;21112181;21114181;uc001bdw.1;-;HP1BP3	4809	#49FF00FF	3	3
chr1;21502381;21504381;uc001bef.3;-;EIF4G3	4810	#49FF00FF	3	3
chr1;21618782;21620782;uc001beo.2;+;LOC100506801	12281	#4900FFFF	6	6
chr1;21765582;21767582;uc001ber.4;+;NBPF3	2271	#FFDB00FF	2	2
chr1;21834857;21836857;uc001bet.3;+;ALPL	19134	#FF00DBFF	7	7
chr1;22108688;22110688;uc001bfb.3;-;USP48	4811	#49FF00FF	3	3
chr1;22137757;22139757;uc001bfg.1;+;LDLRAD2	9875	#0092FFFF	5	5
chr1;22262750;22264750;uc001bfj.3;-;HSPG2	7471	#00FF92FF	4	4
chr1;22302417;22304417;uc001bfk.3;+;CELA3B	2272	#FFDB00FF	2	2
chr1;22350706;22352706;uc001bfm.4;+;LINC00339	7472	#00FF92FF	4	4
chr1;22378119;22380119;uc001bfr.3;+;CDC42	9876	#0092FFFF	5	5
chr1;22468519;22470519;uc001bfs.4;-;WNT4	12282	#4900FFFF	6	6
chr1;22777343;22779343;uc001bfu.2;+;ZBTB40	17	#FF0000FF	1	1
chr1;22889003;22891003;uc001bfx.1;+;EPHA8	12283	#4900FFFF	6	6
chr1;22962117;22964117;uc001bfy.3;+;C1QA	12284	#4900FFFF	6	6
chr1;22969117;22971117;uc001bga.4;+;C1QC	9877	#0092FFFF	5	5
chr1;22978681;22980681;uc001bgd.3;+;C1QB	12285	#4900FFFF	6	6
chr1;23036330;23038330;uc001bge.3;+;EPHB2	12286	#4900FFFF	6	6
chr1;23344940;23346940;uc001bgj.2;+;KDM1A	9878	#0092FFFF	5	5
chr1;23520222;23522222;uc001bgn.3;-;HTR1D	7473	#00FF92FF	4	4
chr1;23669853;23671853;uc001bgp.4;-;HNRNPR	9879	#0092FFFF	5	5
chr1;23693879;23695879;uc001bgt.3;-;ZNF436	2273	#FFDB00FF	2	2
chr1;23694463;23696463;uc001bgw.3;+;C1orf213	4812	#49FF00FF	3	3
chr1;23809750;23811750;uc001bha.2;-;ASAP3	4813	#49FF00FF	3	3
chr1;23856712;23858712;uc001bhe.2;-;E2F2	9880	#0092FFFF	5	5
chr1;23885285;23887285;uc001bhh.4;-;ID3	7474	#00FF92FF	4	4
chr1;24017268;24019268;uc001bhk.3;+;RPL11	12287	#4900FFFF	6	6
chr1;24068855;24070855;uc001bho.3;+;TCEB3	4814	#49FF00FF	3	3
chr1;24103787;24105787;uc001bhp.2;-;LOC100506963	12288	#4900FFFF	6	6
chr1;24103875;24105875;uc001bhq.3;+;PITHD1	12289	#4900FFFF	6	6
chr1;24116645;24118645;uc001bht.3;+;LYPLA2	4815	#49FF00FF	3	3
chr1;24150949;24152949;uc001bib.3;-;HMGCL	2274	#FFDB00FF	2	2
chr1;24193859;24195859;uc001bie.3;-;FUCA1	12290	#4900FFFF	6	6
chr1;24238817;24240817;uc001bif.3;-;CNR2	4816	#49FF00FF	3	3
chr1;24285300;24287300;uc001big.3;+;PNRC2	19135	#FF00DBFF	7	7
chr1;24437665;24439665;uc001bin.4;-;MYOM3	19136	#FF00DBFF	7	7
chr1;24468775;24470775;uc001biq.2;-;IL22RA1	18	#FF0000FF	1	1
chr1;24512765;24514765;uc001bis.3;-;IFNLR1	4817	#49FF00FF	3	3
chr1;24739262;24741262;uc001bjc.3;-;STPG1	2275	#FFDB00FF	2	2
chr1;24741244;24743244;uc001bjh.3;+;NIPAL3	7475	#00FF92FF	4	4
chr1;24828386;24830386;uc001bjj.3;+;RCAN3	19137	#FF00DBFF	7	7
chr1;24881566;24883566;uc001bjk.2;+;NCMAP	12291	#4900FFFF	6	6
chr1;24968593;24970593;uc001bjm.3;+;SRRM1	19138	#FF00DBFF	7	7
chr1;25070759;25072759;uc001bjo.2;+;CLIC4	4818	#49FF00FF	3	3
chr1;25255770;25257770;uc001bjq.3;-;RUNX3	12292	#4900FFFF	6	6
chr1;25558013;25560013;uc001bjt.1;-;SYF2	4819	#49FF00FF	3	3
chr1;25572985;25574985;uc001bjw.3;-;C1orf63	2276	#FFDB00FF	2	2
chr1;25597980;25599980;uc001bjz.3;+;RHD	12293	#4900FFFF	6	6
chr1;25663788;25665788;uc001bke.3;+;TMEM50A	12294	#4900FFFF	6	6
chr1;25746363;25748363;uc001bkf.3;-;RHCE	12295	#4900FFFF	6	6
chr1;25756387;25758387;uc001bkk.3;+;TMEM57	12296	#4900FFFF	6	6
chr1;25869075;25871075;uc001bkl.4;+;LDLRAP1	4820	#49FF00FF	3	3
chr1;25942958;25944958;uc001bkm.2;+;MAN1C1	12297	#4900FFFF	6	6
chr1;26145396;26147396;uc001bkq.4;+;MTFR1L	4821	#49FF00FF	3	3
chr1;26184848;26186848;uc001bkw.1;-;AUNIP	4822	#49FF00FF	3	3
chr1;26196744;26198744;uc001bkx.3;-;PAQR7	12298	#4900FFFF	6	6
chr1;26323648;26325648;uc001bld.4;-;PAFAH2	19	#FF0000FF	1	1
chr1;26347270;26349270;uc001blf.3;+;EXTL1	19139	#FF00DBFF	7	7
chr1;26371604;26373604;uc001blg.1;-;SLC30A2	19140	#FF00DBFF	7	7
chr1;26393125;26395125;uc001bli.2;-;TRIM63	12299	#4900FFFF	6	6
chr1;26484510;26486510;uc001blk.3;+;FAM110D	12300	#4900FFFF	6	6
chr1;26495387;26497387;uc001bll.4;+;ZNF593	7476	#00FF92FF	4	4
chr1;26502980;26504980;uc001blm.4;+;CNKSR1	2277	#FFDB00FF	2	2
chr1;26559692;26561692;uc001bls.1;+;CEP85	19141	#FF00DBFF	7	7
chr1;26605212;26607212;uc001blu.3;+;SH3BGRL3	9881	#0092FFFF	5	5
chr1;26632195;26634195;uc001blw.3;-;UBXN11	12301	#4900FFFF	6	6
chr1;26643410;26645410;uc001bmc.3;+;CD52	2278	#FFDB00FF	2	2
chr1;26679621;26681621;uc001bmd.4;-;AIM1L	20	#FF0000FF	1	1
chr1;26736268;26738268;uc001bmj.3;+;LIN28A	4823	#49FF00FF	3	3
chr1;26757772;26759772;uc001bmk.3;+;DHDDS	12302	#4900FFFF	6	6
chr1;26797901;26799901;uc001bmp.4;+;HMGN2	19142	#FF00DBFF	7	7
chr1;26871342;26873342;uc001bms.1;+;RPS6KA1	4824	#49FF00FF	3	3
chr1;27021521;27023521;uc001bmv.1;+;ARID1A	12303	#4900FFFF	6	6
chr1;27113453;27115453;uc001bmz.3;+;PIGV	4825	#49FF00FF	3	3
chr1;27152200;27154200;uc001bnb.3;+;ZDHHC18	7477	#00FF92FF	4	4
chr1;27188632;27190632;uc001bnc.1;+;SFN	2279	#FFDB00FF	2	2
chr1;27215869;27217869;uc001bnd.1;-;GPN2	4826	#49FF00FF	3	3
chr1;27225962;27227962;uc001bne.3;-;GPATCH3	2280	#FFDB00FF	2	2
chr1;27239567;27241567;uc001bnf.3;-;NR0B2	2281	#FFDB00FF	2	2
chr1;27247212;27249212;uc001bng.2;+;NUDC	2282	#FFDB00FF	2	2
chr1;27285901;27287901;uc001bni.2;-;C1orf172	19143	#FF00DBFF	7	7
chr1;27319194;27321194;uc001bnj.4;+;TRNP1	9882	#0092FFFF	5	5
chr1;27480621;27482621;uc001bnm.4;-;SLC9A1	7478	#00FF92FF	4	4
chr1;27647635;27649635;uc001bnr.4;+;TMEM222	2283	#FFDB00FF	2	2
chr1;27667482;27669482;uc001bnw.2;+;SYTL1	19144	#FF00DBFF	7	7
chr1;27692337;27694337;uc001bny.1;-;MAP3K6	2284	#FFDB00FF	2	2
chr1;27700315;27702315;uc001boa.3;-;FCN3	7479	#00FF92FF	4	4
chr1;27708805;27710805;uc001boc.3;-;CD164L2	9883	#0092FFFF	5	5
chr1;27718147;27720147;uc001bod.4;+;GPR3	7480	#00FF92FF	4	4
chr1;27815678;27817678;uc001bof.2;-;WASF2	4827	#49FF00FF	3	3
chr1;27960727;27962727;uc001bom.3;-;FGR	19145	#FF00DBFF	7	7
chr1;27997724;27999724;uc001bon.1;-;IFI6	9884	#0092FFFF	5	5
chr1;28051489;28053489;uc001bor.3;+;FAM76A	19146	#FF00DBFF	7	7
