"","extGene","wt.group","shZ.group","GENENAME","WT","shZ","b","qval"
"25","ACAP1",5,3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",0.44225537500812,0.880657963620623,0.678622142468609,0.0313869752439087
"26","ACAP2",5,3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",15.9575060368564,16.0873571662685,0.00982422178811135,0.926082608090411
"27","ACIN1",5,7,"apoptotic chromatin condensation inducer 1",103.610976484215,95.4964290075177,-0.0782914991655832,0.105747912351198
"28","ACN9",2,7,NA,NA,NA,NA,NA
"29","ACOX2",5,1,"acyl-CoA oxidase 2",9.74229578000963,4.54083287970598,-0.760734376825329,1.8752715685994e-15
"30","ACP5",5,3,"acid phosphatase 5, tartrate resistant",1.31857900589784,0.846117269307458,-0.362204541929531,0.389978555408904
"31","ACRBP",5,4,"acrosin binding protein",0.0139174800334337,0.0310689022154444,NA,NA
"32","ACSBG1",5,1,"acyl-CoA synthetase bubblegum family member 1",0.404255364107305,0.311482380448925,-0.231855573157475,0.650649887440513
"33","ACSF3",5,3,"acyl-CoA synthetase family member 3",13.8109721170487,11.9176282533859,-0.145042038508063,0.0345752005871378
"34","ACSM1",2,2,"acyl-CoA synthetase medium chain family member 1",0.0276098509974739,0.0137542184166985,NA,NA
"35","ACSM4",5,3,"acyl-CoA synthetase medium chain family member 4",0.0268773442472429,0,NA,NA
"36","ACTL7A",2,7,"actin like 7A",0,0,NA,NA
"37","ACTL8",5,7,"actin like 8",1.88905328975902,1.00411629176522,-0.604514150562234,0.0117904968558836
"38","ACTR6",5,4,"actin related protein 6",23.9266989008173,19.0376349612575,-0.227416581147958,0.00829217880963033
"39","ACVR2B",5,1,"activin A receptor type 2B",1.24017624936948,1.06539078468125,-0.150907048885404,0.203947406329182
"40","ADAD1",5,7,"adenosine deaminase domain containing 1",0,0,NA,NA
"41","ADAD2",5,3,"adenosine deaminase domain containing 2",0,0,NA,NA
"42","ADAM1A",5,4,"ADAM metallopeptidase domain 1A (pseudogene)",0.955836222711359,0.889479157695105,-0.0175143697601906,0.971661494946012
"43","ADAM20",2,3,"ADAM metallopeptidase domain 20",0,0,NA,NA
"44","ADAM20P1",2,7,"ADAM metallopeptidase domain 20 pseudogene 1",0.0569811258479098,0.0614318581584332,NA,NA
"45","ADAM29",2,7,"ADAM metallopeptidase domain 29",0.00827199758709363,0,NA,NA
"46","ADAM8",5,4,"ADAM metallopeptidase domain 8",2.76632878082443,2.31872556476201,-0.168339237868305,0.300041897286511
"47","ADAMDEC1",2,2,"ADAM like decysin 1",0,0,NA,NA
"48","ADAMTS6",5,2,"ADAM metallopeptidase with thrombospondin type 1 motif 6",0.596481353322678,1.14539322496319,0.64849672156377,8.81778407233778e-05
"49","ADCK2",5,1,"aarF domain containing kinase 2",25.9015872108949,28.2322149793406,0.0898336751774232,0.184381733382868
"50","ADCY4",5,2,"adenylate cyclase 4",0,0,NA,NA
"51","ADCYAP1R1",5,7,"ADCYAP receptor type I",0.0113229809190707,0.059756395453403,NA,NA
"52","ADH6",2,7,"alcohol dehydrogenase 6 (class V)",0.461438888733731,0.292970030205033,-0.414440758446125,0.493654212037248
"53","ADNP2",5,2,"ADNP homeobox 2",14.6957848522224,14.9321918004494,0.0176493181060784,0.831943608729834
"54","ADORA2A",5,7,"adenosine A2a receptor",0.115764118994117,0.0337208730955291,NA,NA
"55","ADSSL1",5,2,NA,NA,NA,NA,NA
"56","AFAP1-AS1",5,4,"AFAP1 antisense RNA 1",0.264758991439081,0.0691067886127451,-1.31153196257722,0.000356717141472234
"57","AGBL1",2,4,"ATP/GTP binding protein like 1",0,0.0470971363994813,NA,NA
"58","AGPAT2",5,1,"1-acylglycerol-3-phosphate O-acyltransferase 2",34.6173489590903,42.7256493973717,0.211026392915796,0.000765087922091925
"59","AGPAT3",5,7,"1-acylglycerol-3-phosphate O-acyltransferase 3",39.622059327696,33.8446915118928,-0.153716592705241,0.000829409836642283
"60","AGR3",5,3,"anterior gradient 3, protein disulphide isomerase family member",0,0,NA,NA
"61","AGTR2",2,7,"angiotensin II receptor type 2",0,0,NA,NA
"62","AGXT2",2,4,"alanine--glyoxylate aminotransferase 2",0,0,NA,NA
"63","AHCYL2",5,7,"adenosylhomocysteinase like 2",8.10412100213732,7.05882374137821,-0.131065695624149,0.185389079908625
"64","AHRR",2,2,"aryl-hydrocarbon receptor repressor",0.21287546871473,0.331304008427086,0.454543498701917,0.195398567102696
"65","AHSG",5,4,"alpha 2-HS glycoprotein",0.0303285067498219,0.076606565118825,NA,NA
"66","AIM2",2,4,"absent in melanoma 2",0.0676606668242634,0,NA,NA
"67","AK4",5,3,"adenylate kinase 4",41.1902148136682,35.8113833364612,-0.137424308417523,0.00198754177149655
"68","AKAP4",5,4,"A-kinase anchoring protein 4",0,0,NA,NA
"69","AKAP6",2,7,"A-kinase anchoring protein 6",0.986987919596647,0.741383175917818,-0.282063798675869,0.0697550269939244
"70","AKNAD1",2,3,"AKNA domain containing 1",0.240195509211568,0.335090524138686,NA,NA
"71","AKR1C4",2,7,"aldo-keto reductase family 1 member C4",0.022416586140643,0.024598147740846,NA,NA
"72","AKR1D1",2,3,"aldo-keto reductase family 1 member D1",0.0785225782162497,0.108055707167977,NA,NA
"73","ALDH1A2",5,7,"aldehyde dehydrogenase 1 family member A2",0.00619247259301916,0.0204473536714597,NA,NA
"74","ALG1L2",5,7,"ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2",0.706963200140007,0.523752685115957,-0.239326912356789,0.751686563282057
"75","ALG8",5,4,"ALG8 alpha-1,3-glucosyltransferase",78.6858599978252,79.4443831138202,0.0118115940013193,0.879526047349617
"76","ALLC",5,7,"allantoicase",0,0,NA,NA
"77","ALOX12B",5,1,"arachidonate 12-lipoxygenase, 12R type",0.327471281647321,0.662415983133979,0.668859897367447,0.0586111778967311
"78","ALOX5AP",5,7,"arachidonate 5-lipoxygenase activating protein",5.89897263231184,9.33321463820205,0.448621992517197,0.00724095661745162
"79","ALS2CR11",5,3,NA,NA,NA,NA,NA
"80","ALS2CR8",5,7,NA,NA,NA,NA,NA
"81","ALX3",5,7,"ALX homeobox 3",3.15092193157103,2.78465714192,-0.115310694223646,0.61802732371199
"82","ALYREF",5,3,"Aly/REF export factor",151.402146805412,162.470787248803,0.0750318303890654,0.404715411058719
"83","AMELX",2,7,"amelogenin X-linked",0,0,NA,NA
"84","AMER3",5,1,"APC membrane recruitment protein 3",0.062074580872446,0.0597898428993939,NA,NA
"85","AMFR",5,7,"autocrine motility factor receptor",45.218292348831,46.2907115369425,0.0256483016897853,0.706044953171634
"86","AMHR2",5,3,"anti-Mullerian hormone receptor type 2",0.0169388890449138,0,NA,NA
"87","AMIGO3",5,4,"adhesion molecule with Ig like domain 3",2.98433403850397,3.39284543212363,0.13398777211257,0.355683104768062
"88","AMPD1",2,2,"adenosine monophosphate deaminase 1",0,0.0112087543721991,NA,NA
"89","AMT",5,7,"aminomethyltransferase",2.43480516123504,0.940361477947335,-0.950809881444332,4.87293584297005e-05
"90","AMZ1",5,7,"archaelysin family metallopeptidase 1",0.0570531313054235,0.213734465642617,1.17354044622754,0.0426098167309234
"91","ANGPT1",2,4,"angiopoietin 1",1.43702173336585,1.87457923776356,0.264297759518673,0.0978041805028542
"92","ANGPTL1",2,7,"angiopoietin like 1",0.0129829214296849,0.0142484677348528,NA,NA
"93","ANGPTL6",5,2,"angiopoietin like 6",0.200150889657782,0.169264661694288,NA,NA
"94","ANKEF1",5,4,"ankyrin repeat and EF-hand domain containing 1",8.45837855518455,6.09278623653159,-0.32377784153543,8.15250188010435e-05
"95","ANKFN1",2,3,"ankyrin repeat and fibronectin type III domain containing 1",0.0257710733302831,0.0619271677486076,NA,NA
"96","ANKH",5,1,"ANKH inorganic pyrophosphate transport regulator",14.0368324779162,15.1546665978359,0.0822089910941615,0.277190747154248
"97","ANKRD13B",5,7,"ankyrin repeat domain 13B",11.775281829024,13.5397241519782,0.136611974513655,0.295138388412884
"98","ANKRD13D",5,7,"ankyrin repeat domain 13D",19.0010226779416,18.7360406193069,-0.0132845817485579,0.90898353224252
"99","ANKRD23",5,4,"ankyrin repeat domain 23",1.53199431110986,1.43489239485107,-0.074629097791198,0.780674866094583
"100","ANKRD29",5,3,"ankyrin repeat domain 29",1.51591105073326,2.21890080491836,0.367694785999104,0.0928566139695834
"101","ANKRD30A",5,1,"ankyrin repeat domain 30A",0.00932047231400899,0,NA,NA
"102","ANKRD36B",5,1,"ankyrin repeat domain 36B",3.65945724730891,3.35065670557157,-0.0946036666473933,0.753647841934059
"103","ANKRD65",5,3,"ankyrin repeat domain 65",2.51819491467151,1.84395969039799,-0.277748088511435,0.339325009292363
"104","ANO1",5,3,"anoctamin 1",0.0814001120317489,0.135232464872476,NA,NA
"105","ANXA1",2,7,"annexin A1",558.106131417557,638.338650630754,0.135806588081152,0.00162918842080121
"106","ANXA11",5,3,"annexin A11",87.9842249249731,81.7729712013854,-0.0681207670690836,0.447740243735222
"107","ANXA2",5,3,"annexin A2",2230.84530772177,2756.92988379795,0.213538946436563,1.82848459764691e-05
"108","ANXA2P2",5,4,"annexin A2 pseudogene 2",0.801642544339834,1.23641446457612,0.403077955891189,0.441131318276041
"109","AOC2",5,4,"amine oxidase copper containing 2",0.575513285307707,0.769284723461664,0.289529766494048,0.361710416833748
"110","AP1M1",5,2,"adaptor related protein complex 1 subunit mu 1",47.7475747833267,56.6393965292488,0.171921542235022,0.000454808306696799
"111","AP5B1",5,1,"adaptor related protein complex 5 subunit beta 1",7.38264346656391,11.0346856061535,0.403044847435997,1.22155620637084e-11
"112","APC2",5,7,"APC regulator of WNT signaling pathway 2",0.440503825840666,0.64084026213104,0.374908851947906,0.0122348264287637
"113","APEX2",5,1,"apurinic/apyrimidinic endodeoxyribonuclease 2",24.2514807402239,26.9091385473824,0.108388176664488,0.137169165611063
"114","APOD",5,1,"apolipoprotein D",0.899390554830251,4.40520479827191,1.64276824856176,5.28979337399456e-05
"115","APOL4",5,1,"apolipoprotein L4",0.755431842502045,0.568142753173895,-0.249479213852504,0.477117518175907
"116","APOM",5,7,"apolipoprotein M",2.74445502956501,2.83009907401843,NA,NA
"117","APOOL",5,3,"apolipoprotein O like",9.40428210161467,9.10069880754519,-0.0293467568729453,0.801685270211141
"118","APRT",5,1,"adenine phosphoribosyltransferase",376.472122026222,418.779393503075,0.106961454696025,0.0194433476866749
"119","AQP10",5,4,"aquaporin 10",0,0,NA,NA
"120","AQP12B",5,1,"aquaporin 12B",0,0,NA,NA
"121","AQP4-AS1",2,1,"AQP4 antisense RNA 1",0.224138486896621,0.0832939529231179,-0.98189885553334,0.216746019967953
"122","AQP7P1",5,2,"aquaporin 7 pseudogene 1",0.0319035424702576,0.112605641407436,NA,NA
"123","ARF4",5,2,"ADP ribosylation factor 4",185.001873766311,237.177508304931,0.252875319018009,0.00559499710833082
"124","ARG1",2,7,"arginase 1",0.0186209393417802,0.0568061418725041,NA,NA
"125","ARGFXP2",5,1,"arginine-fifty homeobox pseudogene 2",0.223546724342139,0.269016939866531,NA,NA
"126","ARHGAP17",5,3,"Rho GTPase activating protein 17",20.6692195695054,25.7296219670234,0.219544048215082,0.00171683090648923
"127","ARHGAP23",5,3,"Rho GTPase activating protein 23",19.5343725230912,29.635808413421,0.422146848908115,2.70781121059422e-12
"128","ARHGAP24",5,1,"Rho GTPase activating protein 24",4.87495006095706,2.92932453177531,-0.516691494171367,0.00527136280653149
"129","ARHGAP33",5,3,"Rho GTPase activating protein 33",3.35047301918921,3.22998982586862,-0.0370941228380302,0.872303096251627
"130","ARHGAP36",5,4,"Rho GTPase activating protein 36",0,0,NA,NA
"131","ARHGAP39",2,7,"Rho GTPase activating protein 39",6.09044081818532,8.50657389630451,0.337874733863272,8.06491045175186e-06
"132","ARHGAP4",5,7,"Rho GTPase activating protein 4",0.138841057082973,0.228669760119819,0.485524183324097,0.441812880004105
"133","ARHGEF11",5,3,"Rho guanine nucleotide exchange factor 11",22.2096188325791,24.4874047670082,0.100340384336114,0.0467446928424671
"134","ARHGEF18",5,2,"Rho/Rac guanine nucleotide exchange factor 18",13.9991492346434,17.3318573310875,0.216335675354861,0.000173896637055171
"135","ARHGEF19",5,2,"Rho guanine nucleotide exchange factor 19",1.48491197259402,1.15940354766013,-0.253111155765515,0.29293642360798
"136","ARHGEF3-AS1",2,7,"ARHGEF3 antisense RNA 1",0,0,NA,NA
"137","ARHGEF38",5,7,"Rho guanine nucleotide exchange factor 38",0,0.0216656595672062,NA,NA
"138","ARHGEF38-IT1",2,4,"ARHGEF38 intronic transcript 1",0,0,NA,NA
"139","ARHGEF4",5,1,"Rho guanine nucleotide exchange factor 4",27.4099893460875,28.166627356388,0.0325873517680593,0.808984830221832
"140","ARHGEF7",5,7,"Rho guanine nucleotide exchange factor 7",22.3404667583963,23.614721791528,0.0579438129275828,0.370099808398423
"141","ARID2",5,1,"AT-rich interaction domain 2",14.3146616286932,12.5894759917135,-0.12643179097933,0.0288464253061459
"142","ARID3A",5,7,"AT-rich interaction domain 3A",1.53777192472247,2.03806359018085,0.263565395594706,0.305917739783917
"143","ARIH2OS",5,7,"ariadne RBR E3 ubiquitin protein ligase 2 opposite strand",1.89755214077082,0.796478543672409,-0.854153338123493,0.00131406824406662
"144","ARL10",5,3,"ADP ribosylation factor like GTPase 10",0.101707781030677,0.260989773510011,NA,NA
"145","ARL14",5,4,"ADP ribosylation factor like GTPase 14",2.52520607517669,2.29755965624271,-0.0855909498549105,0.771968106542123
"146","ARL2",5,7,"ADP ribosylation factor like GTPase 2",121.989883711003,91.3407912772621,-0.286852579124381,1.64023473183893e-06
"147","ARMCX2",5,3,"armadillo repeat containing X-linked 2",0,0,NA,NA
"148","ARMCX4",2,1,"armadillo repeat containing X-linked 4",0,0,NA,NA
"149","ARMCX5",5,4,"armadillo repeat containing X-linked 5",7.48251364702602,7.03144974020188,-0.0606520792255414,0.624113504232855
"150","ARMCX5-GPRASP2",5,3,"ARMCX5-GPRASP2 readthrough",2.78818552655137,2.28235275871672,-0.171133682226128,0.509410369139901
"151","ARNT2",5,4,"aryl hydrocarbon receptor nuclear translocator 2",2.43125987027349,2.05775753013649,-0.162972800933526,0.302303800014584
"152","ARNTL2",5,7,"aryl hydrocarbon receptor nuclear translocator like 2",11.8917658842447,13.0168329049121,0.0951013709493724,0.294273677084724
"153","ARR3",5,7,"arrestin 3",0.257700247945129,0.27834346741005,NA,NA
"154","ARRDC3",2,1,"arrestin domain containing 3",16.3544328162551,11.0869566052006,-0.385570050182556,1.16451008051407e-07
"155","ARSB",2,7,"arylsulfatase B",9.13317353804648,9.96410781389973,0.0890008462786399,0.258434457865371
"156","ARSG",5,1,"arylsulfatase G",1.67473879245253,1.7548773115038,0.0519844512487511,0.846165160975886
"157","ART4",5,4,"ADP-ribosyltransferase 4 (Dombrock blood group)",0,0,NA,NA
"158","ASAH2",2,1,"N-acylsphingosine amidohydrolase 2",0.453593612325625,0.408003392184315,-0.120139834752475,0.846441474707892
"159","ASAP1-IT1",5,3,"ASAP1 intronic transcript 1",0,0.021064531714467,NA,NA
"160","ASB10",5,4,"ankyrin repeat and SOCS box containing 10",0,0,NA,NA
"161","ASB13",5,3,"ankyrin repeat and SOCS box containing 13",27.4762313208525,24.5135340956737,-0.111279049678711,0.0669585076111323
"162","ASB15",2,2,"ankyrin repeat and SOCS box containing 15",0,0.0198443202842915,NA,NA
"163","ASB18",2,7,"ankyrin repeat and SOCS box containing 18",0,0,NA,NA
"164","ASB3",5,7,"ankyrin repeat and SOCS box containing 3",13.0634995466607,13.2415107632562,0.0129028579765324,0.942317986086192
"165","ASB4",2,2,"ankyrin repeat and SOCS box containing 4",0.1176179457714,0.137760522993226,0.137307329465962,0.868591388995143
"166","ASB5",2,1,"ankyrin repeat and SOCS box containing 5",0,0,NA,NA
"167","ASCC2",5,4,"activating signal cointegrator 1 complex subunit 2",40.6304957775797,41.7684139010963,0.0297208595222167,0.665782622285215
"168","ASCL1",5,2,"achaete-scute family bHLH transcription factor 1",0,0,NA,NA
"169","ASCL4",2,7,"achaete-scute family bHLH transcription factor 4",0,0,NA,NA
"170","ASIC1",5,7,"acid sensing ion channel subunit 1",2.51862110130205,2.14529892718745,-0.156837457801804,0.32773818560255
"171","ASPA",2,7,"aspartoacylase",0.328793794909545,0.240346744853644,NA,NA
"172","ASPH",5,3,"aspartate beta-hydroxylase",181.556146988159,162.614747759836,-0.108997465691397,0.0177003537614319
"173","ATAD3C",5,2,"ATPase family AAA domain containing 3C",0.499545490747739,0.483736289433685,-0.023110305023237,0.957220592737344
"174","ATE1",5,3,"arginyltransferase 1",22.5636672093603,21.7469752845032,-0.0348334203893264,0.701635845247318
"175","ATF7",5,2,"activating transcription factor 7",25.1368132758477,20.3035732277158,-0.211004328708809,0.00591283830515896
"176","ATF7IP",5,2,"activating transcription factor 7 interacting protein",17.4044745238156,13.8664670505946,-0.223893504448899,7.94399765174445e-05
"177","ATL1",5,7,"atlastin GTPase 1",5.61959210155219,6.38456892446821,0.128816823088642,0.277144836526476
"178","ATOH7",5,1,"atonal bHLH transcription factor 7",0.0962155928279205,0.100263870634643,NA,NA
"179","ATP1B2",5,1,"ATPase Na+/K+ transporting subunit beta 2",0.0695525312360432,0.0558904545087185,NA,NA
"180","ATP2A1",5,1,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1",0.463650354116575,0.252749988932664,-0.643967677187395,0.262319838726377
"181","ATP2A3",5,7,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3",0.0652570494029998,0.0902776412346472,NA,NA
"182","ATP5D",5,3,NA,NA,NA,NA,NA
"183","ATP5EP2",5,1,NA,NA,NA,NA,NA
"184","ATP5I",5,7,NA,NA,NA,NA,NA
"185","ATP5SL",5,3,NA,NA,NA,NA,NA
"186","ATP6V0C",5,3,"ATPase H+ transporting V0 subunit c",233.993840703977,258.874924882557,0.10231827122455,0.0317532101854571
"187","ATP6V0CP3",5,7,"ATPase H+ transporting V0 subunit c pseudogene 3",0,0,NA,NA
"188","ATP6V1E2",5,3,"ATPase H+ transporting V1 subunit E2",2.24003347093045,1.70571079358476,-0.262009004389077,0.246649042262599
"189","ATP7A",5,3,"ATPase copper transporting alpha",4.56484329715609,4.4319082539434,-0.0254846714340004,0.840188770775348
"190","ATP8B4",5,7,"ATPase phospholipid transporting 8B4 (putative)",0.0577814503911013,0.0331248616740087,NA,NA
"191","ATXN1",5,1,"ataxin 1",3.97477997842682,3.69284062373079,-0.0669633129320791,0.744953247721239
"192","ATXN3L",2,3,"ataxin 3 like",0,0,NA,NA
"193","B3GALT5",2,7,"beta-1,3-galactosyltransferase 5",0,0,NA,NA
"194","B3GALTL",5,7,NA,NA,NA,NA,NA
"195","B4GALT5",5,3,"beta-1,4-galactosyltransferase 5",27.1550459364046,30.7808351970292,0.129704486808928,0.0172732761359764
"196","BACH1",5,7,"BTB domain and CNC homolog 1",11.9985372746514,13.6438446973003,0.130829020286618,0.03676896688971
"197","BAGE",5,3,"B melanoma antigen",0.0230838047922557,0,NA,NA
"198","BAI3",5,2,NA,NA,NA,NA,NA
"199","BAIAP2",5,3,"BAR/IMD domain containing adaptor protein 2",28.2816558750473,33.5576827566811,0.173668944106109,0.0011217609226936
"200","BAIAP3",5,4,"BAI1 associated protein 3",0.127161698349687,0.0902104090499422,-0.375635862440406,0.639299513845593
"201","BANP",5,3,"BTG3 associated nuclear protein",11.3734514410812,12.2661235183203,0.0780535521359587,0.436850308844685
"202","BBOX1",5,1,"gamma-butyrobetaine hydroxylase 1",0.180390247461935,0.228664190485963,NA,NA
"203","BCAP31",5,4,"B cell receptor associated protein 31",209.843107202363,216.104661417561,0.0326545558557213,0.591183612351019
"204","BCAS2",5,1,"BCAS2 pre-mRNA processing factor",61.8712020902256,53.6780726184564,-0.139969853495583,0.0303659744424105
"205","BCAS4",5,7,"breast carcinoma amplified sequence 4",16.7996023341417,9.65227360061763,-0.546091747518625,0.000374401768323177
"206","BCAT2",5,4,"branched chain amino acid transaminase 2",42.9903523918047,40.0838972593997,-0.0683779726443614,0.40279066697471
"207","BCCIP",5,3,"BRCA2 and CDKN1A interacting protein",141.639413075446,147.845000792616,0.0450017180821679,0.517572433276787
"208","BCKDHA",5,2,"branched chain keto acid dehydrogenase E1 subunit alpha",40.8508243344427,31.7975398371863,-0.231858283534224,0.180021523434961
"209","BCL11A",5,4,"BAF chromatin remodeling complex subunit BCL11A",6.10876625490413,6.62311571014997,0.0916377248248202,0.697341885684967
"210","BCL2",5,3,"BCL2 apoptosis regulator",2.69709785072733,2.9575867559119,0.111749600497418,0.654801737087599
"211","BCL2L10",5,3,"BCL2 like 10",0.134024008009119,0.228093322193746,NA,NA
"212","BCO2",2,1,"beta-carotene oxygenase 2",0.892091739285089,0.721163230988479,-0.205066334542386,0.533626768726383
"213","BDP1",5,3,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",10.6043457221168,12.4308179388257,0.160983850870589,0.0171167041639137
"214","BET1",5,3,"Bet1 golgi vesicular membrane trafficking protein",10.7445455487829,8.50462777193306,-0.222904167461699,0.15402275689125
"215","BFSP1",5,4,"beaded filament structural protein 1",2.88558545488786,2.34790427235458,-0.215175276601959,0.261037695669243
"216","BHLHA15",5,3,"basic helix-loop-helix family member a15",0.0714159235798214,0.31446707121366,NA,NA
"217","BHLHA9",5,7,"basic helix-loop-helix family member a9",0,0,NA,NA
"218","BHMT",5,4,"betaine--homocysteine S-methyltransferase",0.0205326899346676,0,NA,NA
"219","BIRC7",5,1,"baculoviral IAP repeat containing 7",0,0,NA,NA
"220","BLMH",5,3,"bleomycin hydrolase",56.2686653900667,48.0034565219253,-0.156988414517295,0.00115540162874636
"221","BLZF1",5,4,"basic leucine zipper nuclear factor 1",35.3718279225351,41.7955270821401,0.168810056947633,0.00963506292266257
"222","BMP5",2,7,"bone morphogenetic protein 5",0,0,NA,NA
"223","BMPR1A",5,7,"bone morphogenetic protein receptor type 1A",26.0344346892257,26.7097005223438,0.0278390764644246,0.705369097211713
"224","BOP1",5,4,"BOP1 ribosomal biogenesis factor",98.0951002983907,114.090996292048,0.154805725637977,0.00706059122400464
"225","BPIFB2",5,4,"BPI fold containing family B member 2",0,0,NA,NA
"226","BPNT1",2,7,"3'(2'), 5'-bisphosphate nucleotidase 1",51.217092555268,53.0604175395278,0.0371535873639456,0.572222491595941
"227","BREA2",5,3,"breast cancer estrogen-induced apoptosis 2",0.596726805913266,0.538177821107592,-0.143044741624689,0.867494272671572
"228","BRI3BP",5,3,"BRI3 binding protein",31.1200749231118,38.9526664783745,0.228852889010798,0.00448904667041546
"229","BRICD5",5,3,"BRICHOS domain containing 5",1.56885720219685,2.35393458020495,0.398081327860696,0.172215759393511
"230","BRWD1-AS1",5,2,"BRWD1 antisense RNA 1",0.088701451887207,0,NA,NA
"231","BRWD1-IT2",5,4,NA,NA,NA,NA,NA
"232","BRWD3",5,7,"bromodomain and WD repeat domain containing 3",6.04751374276171,5.54731249477309,-0.0837420063434616,0.198513085985195
"233","BSG",5,3,"basigin (Ok blood group)",708.533655475915,665.67004937445,-0.0573567319041378,0.52647506925271
"234","BSN-AS2",5,4,NA,NA,NA,NA,NA
"235","BTBD1",5,7,"BTB domain containing 1",46.2551199329582,51.7242981390963,0.11582746752722,0.196301095337181
"236","BTBD16",5,3,"BTB domain containing 16",0.0640679469603976,0.0995329424739413,NA,NA
"237","BTBD17",5,7,"BTB domain containing 17",0,0,NA,NA
"238","BTBD3",2,7,"BTB domain containing 3",8.75260667616996,10.3735587926066,0.170833811964739,0.0173065691850504
"239","BTG3",5,7,"BTG anti-proliferation factor 3",45.9936614025082,61.3080835934825,0.289716112815567,3.75191571155075e-08
"240","BTNL9",5,4,"butyrophilin like 9",0.0187355657308224,0.0481309276254697,NA,NA
"241","BZW2",5,3,"basic leucine zipper and W2 domains 2",131.159082027969,114.387093248796,-0.135306704584844,0.00261907043715562
"242","C10orf107",5,3,NA,NA,NA,NA,NA
"243","C10orf12",2,3,NA,NA,NA,NA,NA
"244","C10orf128",5,4,NA,NA,NA,NA,NA
"245","C10orf129",2,4,NA,NA,NA,NA,NA
"246","C10orf99",2,7,"chromosome 10 open reading frame 99",0,0.035659129088041,NA,NA
"247","C11orf87",5,7,"chromosome 11 open reading frame 87",0,0,NA,NA
"248","C12orf56",5,4,"chromosome 12 open reading frame 56",0.172322816333081,0.126605096612884,NA,NA
"249","C12orf60",2,3,"chromosome 12 open reading frame 60",2.54158087656612,3.05777278767092,0.196941604495011,0.605797145862056
"250","C12orf75",5,3,"chromosome 12 open reading frame 75",67.4525899324878,91.4130324719383,0.310997766036438,0.00046022831555526
"251","C14orf183",5,2,NA,NA,NA,NA,NA
"252","C14orf93",5,2,"chromosome 14 open reading frame 93",11.9220302148654,7.8605281875485,-0.414360776406339,0.00459883664270974
"253","C15orf32",5,1,"chromosome 15 open reading frame 32",0,0,NA,NA
